CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/225-3, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226723
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/225-3, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226723
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 225
CASTNO = 3
DATE = 19990917
TIME = 0134
LATITUDE = 78.831
LONGITUDE = 2.5638
DEPTH = 2469.8
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  4.6924,     6.0,  4.6928, 34.8346,18.0
  4.6830,     8.0,  4.6836, 34.8340,20.0
  4.6806,    10.0,  4.6813, 34.8337,14.0
  4.6849,    12.0,  4.6858, 34.8338,17.0
  4.6815,    14.0,  4.6825, 34.8334,12.0
  4.6905,    16.0,  4.6917, 34.8344,15.0
  4.7187,    18.0,  4.7200, 34.8394,17.0
  4.7310,    20.0,  4.7325, 34.8421,17.0
  4.7498,    22.0,  4.7514, 34.8454,15.0
  4.7411,    24.0,  4.7429, 34.8439,16.0
  4.7120,    26.0,  4.7139, 34.8413,16.0
  4.7655,    28.0,  4.7676, 34.8499,15.0
  4.7663,    30.0,  4.7685, 34.8497,12.0
  4.7795,    32.0,  4.7819, 34.8519,14.0
  4.7746,    34.0,  4.7771, 34.8517,14.0
  4.7784,    36.0,  4.7811, 34.8523,17.0
  4.7816,    38.0,  4.7844, 34.8526,19.0
  4.7850,    40.0,  4.7880, 34.8541,17.0
  4.8192,    42.0,  4.8224, 34.8623,18.0
  4.9486,    44.0,  4.9520, 34.8876,22.0
  5.0495,    46.0,  5.0530, 34.9092,19.0
  5.3499,    48.0,  5.3538, 34.9733,19.0
  5.4041,    50.0,  5.4081, 34.9854,21.0
  5.4370,    52.0,  5.4412, 34.9923,19.0
  5.4386,    54.0,  5.4430, 35.0035,20.0
  5.3782,    56.0,  5.3827, 34.9952,17.0
  5.2857,    58.0,  5.2903, 34.9825,17.0
  5.0796,    60.0,  5.0843, 34.9558,16.0
  4.9279,    62.0,  4.9327, 34.9385,15.0
  4.8793,    64.0,  4.8842, 34.9380,15.0
  4.7789,    66.0,  4.7838, 34.9300,17.0
  4.6540,    68.0,  4.6590, 34.9235,18.0
  4.5019,    70.0,  4.5070, 34.9155,16.0
  4.2986,    72.0,  4.3037, 34.9151,14.0
  4.3138,    74.0,  4.3191, 34.9281,14.0
  4.4195,    76.0,  4.4251, 34.9662,15.0
  4.3602,    78.0,  4.3658, 34.9736,12.0
  4.4431,    80.0,  4.4490, 35.0039,15.0
  4.4706,    82.0,  4.4766, 35.0152,16.0
  4.3675,    84.0,  4.3735, 35.0142,17.0
  4.3367,    86.0,  4.3429, 35.0239,13.0
  4.3786,    88.0,  4.3850, 35.0456,16.0
  4.3749,    90.0,  4.3815, 35.0481,15.0
  4.3598,    92.0,  4.3664, 35.0494,17.0
  4.3484,    94.0,  4.3552, 35.0506,15.0
  4.3561,    96.0,  4.3630, 35.0519,17.0
  4.3578,    98.0,  4.3649, 35.0520,16.0
  4.3537,   100.0,  4.3609, 35.0513,14.0
  4.3597,   102.0,  4.3671, 35.0525,15.0
  4.3546,   104.0,  4.3621, 35.0521,20.0
  4.2828,   106.0,  4.2904, 35.0561,26.0
  4.2578,   108.0,  4.2655, 35.0575,16.0
  4.2495,   110.0,  4.2574, 35.0573,15.0
  4.2422,   112.0,  4.2502, 35.0580,15.0
  4.2243,   114.0,  4.2325, 35.0574,16.0
  4.2109,   116.0,  4.2192, 35.0576,19.0
  4.1763,   118.0,  4.1847, 35.0576,14.0
  4.1308,   120.0,  4.1393, 35.0587,12.0
  4.0956,   122.0,  4.1042, 35.0572,18.0
  4.0557,   124.0,  4.0645, 35.0568,18.0
  4.0016,   126.0,  4.0105, 35.0540,15.0
  3.9768,   128.0,  3.9858, 35.0554,14.0
  3.9766,   130.0,  3.9857, 35.0562,15.0
  3.9752,   132.0,  3.9845, 35.0567,15.0
  3.9737,   134.0,  3.9831, 35.0571,13.0
  3.9720,   136.0,  3.9815, 35.0576,13.0
  3.9614,   138.0,  3.9711, 35.0569,17.0
  3.9474,   140.0,  3.9571, 35.0581,16.0
  3.9091,   142.0,  3.9189, 35.0571,18.0
  3.8555,   144.0,  3.8654, 35.0527,19.0
  3.8198,   146.0,  3.8298, 35.0497,17.0
  3.7872,   148.0,  3.7973, 35.0489,16.0
  3.7652,   150.0,  3.7754, 35.0468,21.0
  3.7075,   152.0,  3.7178, 35.0435,18.0
  3.6919,   154.0,  3.7023, 35.0436,16.0
  3.6830,   156.0,  3.6936, 35.0451,16.0
  3.6751,   158.0,  3.6858, 35.0451,14.0
  3.6679,   160.0,  3.6787, 35.0479,17.0
  3.6669,   162.0,  3.6779, 35.0481,19.0
  3.6662,   164.0,  3.6773, 35.0483,13.0
  3.6598,   166.0,  3.6710, 35.0478,18.0
  3.6621,   168.0,  3.6735, 35.0488,15.0
  3.6643,   170.0,  3.6758, 35.0492,14.0
  3.6593,   172.0,  3.6710, 35.0493,14.0
  3.6454,   174.0,  3.6572, 35.0483,14.0
  3.6250,   176.0,  3.6369, 35.0482,14.0
  3.6081,   178.0,  3.6201, 35.0476,13.0
  3.6054,   180.0,  3.6175, 35.0473,15.0
  3.6035,   182.0,  3.6158, 35.0472,14.0
  3.5857,   184.0,  3.5981, 35.0470,17.0
  3.5761,   186.0,  3.5886, 35.0462,16.0
  3.5366,   188.0,  3.5491, 35.0442,21.0
  3.5275,   190.0,  3.5401, 35.0437,15.0
  3.5210,   192.0,  3.5338, 35.0435,17.0
  3.5030,   194.0,  3.5159, 35.0428,16.0
  3.4894,   196.0,  3.5024, 35.0416,18.0
  3.4589,   198.0,  3.4720, 35.0395,17.0
  3.4287,   200.0,  3.4419, 35.0372,18.0
  3.3993,   202.0,  3.4126, 35.0363,18.0
  3.3607,   204.0,  3.3741, 35.0344,20.0
  3.3507,   206.0,  3.3642, 35.0338,15.0
  3.3245,   208.0,  3.3381, 35.0320,18.0
  3.3159,   210.0,  3.3296, 35.0317,15.0
  3.3096,   212.0,  3.3234, 35.0322,15.0
  3.2998,   214.0,  3.3137, 35.0314,14.0
  3.2842,   216.0,  3.2982, 35.0311,14.0
  3.2669,   218.0,  3.2811, 35.0305,14.0
  3.2562,   220.0,  3.2705, 35.0312,14.0
  3.2557,   222.0,  3.2701, 35.0314,13.0
  3.2555,   224.0,  3.2700, 35.0320,14.0
  3.2559,   226.0,  3.2706, 35.0319,17.0
  3.2475,   228.0,  3.2623, 35.0330,16.0
  3.2388,   230.0,  3.2537, 35.0333,14.0
  3.2372,   232.0,  3.2522, 35.0334,17.0
  3.2258,   234.0,  3.2410, 35.0334,18.0
  3.2116,   236.0,  3.2269, 35.0330,17.0
  3.2001,   238.0,  3.2155, 35.0322,18.0
  3.1769,   240.0,  3.1924, 35.0303,19.0
  3.1717,   242.0,  3.1873, 35.0301,12.0
  3.1652,   244.0,  3.1809, 35.0300,19.0
  3.1606,   246.0,  3.1764, 35.0303,17.0
  3.1604,   248.0,  3.1764, 35.0309,18.0
  3.1520,   250.0,  3.1681, 35.0306,16.0
  3.1416,   252.0,  3.1578, 35.0301,16.0
  3.1340,   254.0,  3.1503, 35.0292,16.0
  3.1072,   256.0,  3.1235, 35.0261,13.0
  3.0787,   258.0,  3.0951, 35.0256,16.0
  3.0679,   260.0,  3.0844, 35.0247,16.0
  3.0515,   262.0,  3.0681, 35.0247,15.0
  3.0420,   264.0,  3.0587, 35.0247,15.0
  3.0195,   266.0,  3.0363, 35.0241,16.0
  3.0060,   268.0,  3.0229, 35.0246,16.0
  3.0043,   270.0,  3.0213, 35.0250,14.0
  3.0024,   272.0,  3.0196, 35.0249,13.0
  2.9931,   274.0,  3.0104, 35.0251,14.0
  2.9810,   276.0,  2.9984, 35.0260,16.0
  2.9715,   278.0,  2.9890, 35.0269,15.0
  2.9704,   280.0,  2.9880, 35.0295,20.0
  2.9647,   282.0,  2.9824, 35.0301,16.0
  2.9611,   284.0,  2.9790, 35.0299,16.0
  2.9528,   286.0,  2.9708, 35.0296,18.0
  2.9215,   288.0,  2.9395, 35.0285,20.0
  2.9082,   290.0,  2.9264, 35.0279,21.0
  2.8931,   292.0,  2.9113, 35.0267,15.0
  2.8822,   294.0,  2.9006, 35.0255,22.0
  2.8733,   296.0,  2.8918, 35.0251,18.0
  2.8525,   298.0,  2.8710, 35.0235,17.0
  2.8050,   300.0,  2.8236, 35.0197,18.0
  2.7760,   302.0,  2.7946, 35.0197,16.0
  2.7715,   304.0,  2.7903, 35.0200,17.0
  2.7657,   306.0,  2.7846, 35.0196,16.0
  2.7585,   308.0,  2.7775, 35.0192,13.0
  2.7555,   310.0,  2.7746, 35.0190,14.0
  2.7258,   312.0,  2.7450, 35.0162,16.0
  2.7095,   314.0,  2.7288, 35.0153,13.0
  2.6976,   316.0,  2.7169, 35.0143,13.0
  2.6458,   318.0,  2.6651, 35.0102,14.0
  2.6222,   320.0,  2.6415, 35.0075,15.0
  2.5984,   322.0,  2.6178, 35.0050,15.0
  2.5332,   324.0,  2.5526, 34.9983,18.0
  2.4501,   326.0,  2.4694, 34.9909,16.0
  2.4496,   328.0,  2.4690, 34.9922,18.0
  2.4595,   330.0,  2.4791, 34.9940,16.0
  2.4576,   332.0,  2.4773, 34.9950,16.0
  2.4765,   334.0,  2.4964, 34.9993,11.0
  2.4852,   336.0,  2.5052, 35.0014,11.0
  2.4952,   338.0,  2.5154, 35.0040,13.0
  2.4797,   340.0,  2.4999, 35.0029,14.0
  2.4594,   342.0,  2.4797, 35.0008,17.0
  2.4386,   344.0,  2.4590, 34.9990,19.0
  2.4012,   346.0,  2.4216, 34.9954,16.0
  2.3771,   348.0,  2.3976, 34.9940,17.0
  2.3606,   350.0,  2.3811, 34.9929,17.0
  2.3498,   352.0,  2.3704, 34.9925,20.0
  2.3398,   354.0,  2.3605, 34.9916,19.0
  2.3341,   356.0,  2.3549, 34.9914,17.0
  2.3356,   358.0,  2.3566, 34.9920,17.0
  2.3400,   360.0,  2.3611, 34.9924,17.0
  2.3393,   362.0,  2.3605, 34.9928,16.0
  2.3154,   364.0,  2.3367, 34.9913,13.0
  2.2839,   366.0,  2.3051, 34.9885,15.0
  2.2548,   368.0,  2.2761, 34.9861,15.0
  2.2435,   370.0,  2.2649, 34.9854,18.0
  2.2422,   372.0,  2.2637, 34.9855,15.0
  2.2139,   374.0,  2.2354, 34.9832,16.0
  2.1949,   376.0,  2.2165, 34.9841,18.0
  2.1963,   378.0,  2.2180, 34.9848,15.0
  2.1964,   380.0,  2.2182, 34.9855,17.0
  2.1942,   382.0,  2.2161, 34.9858,17.0
  2.1951,   384.0,  2.2172, 34.9860,17.0
  2.1965,   386.0,  2.2187, 34.9870,19.0
  2.1826,   388.0,  2.2049, 34.9857,18.0
  2.1756,   390.0,  2.1980, 34.9854,18.0
  2.1701,   392.0,  2.1926, 34.9850,17.0
  2.1650,   394.0,  2.1876, 34.9852,18.0
  2.1522,   396.0,  2.1749, 34.9851,17.0
  2.1506,   398.0,  2.1734, 34.9856,16.0
  2.1510,   400.0,  2.1739, 34.9859,17.0
  2.1371,   402.0,  2.1601, 34.9847,15.0
  2.1299,   404.0,  2.1530, 34.9843,18.0
  2.1382,   406.0,  2.1614, 34.9859,18.0
  2.1369,   408.0,  2.1603, 34.9857,16.0
  2.1399,   410.0,  2.1634, 34.9868,13.0
  2.1257,   412.0,  2.1493, 34.9859,15.0
  2.1176,   414.0,  2.1413, 34.9852,16.0
  2.1153,   416.0,  2.1391, 34.9854,12.0
  2.0910,   418.0,  2.1148, 34.9831,14.0
  2.0668,   420.0,  2.0907, 34.9805,15.0
  2.0330,   422.0,  2.0569, 34.9777,14.0
  2.0228,   424.0,  2.0468, 34.9768,14.0
  2.0151,   426.0,  2.0392, 34.9763,13.0
  2.0088,   428.0,  2.0330, 34.9760,17.0
  1.9794,   430.0,  2.0036, 34.9733,16.0
  1.9434,   432.0,  1.9676, 34.9705,16.0
  1.9420,   434.0,  1.9663, 34.9707,19.0
  1.9443,   436.0,  1.9687, 34.9709,16.0
  1.9510,   438.0,  1.9756, 34.9717,17.0
  1.9321,   440.0,  1.9567, 34.9697,19.0
  1.8951,   442.0,  1.9197, 34.9669,18.0
  1.8751,   444.0,  1.8998, 34.9650,19.0
  1.8606,   446.0,  1.8852, 34.9640,21.0
  1.8431,   448.0,  1.8678, 34.9627,19.0
  1.8071,   450.0,  1.8318, 34.9595,18.0
  1.7740,   452.0,  1.7987, 34.9567,16.0
  1.7548,   454.0,  1.7795, 34.9551,18.0
  1.7437,   456.0,  1.7685, 34.9548,15.0
  1.7244,   458.0,  1.7493, 34.9531,12.0
  1.7129,   460.0,  1.7378, 34.9525,16.0
  1.6966,   462.0,  1.7216, 34.9519,16.0
  1.6748,   464.0,  1.6998, 34.9513,13.0
  1.6678,   466.0,  1.6929, 34.9525,15.0
  1.6676,   468.0,  1.6928, 34.9525,15.0
  1.6682,   470.0,  1.6936, 34.9527,14.0
  1.6678,   472.0,  1.6933, 34.9528,15.0
  1.6632,   474.0,  1.6888, 34.9525,13.0
  1.6496,   476.0,  1.6752, 34.9514,17.0
