CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/202-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226708
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/202-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226708
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 202
CASTNO = 1
DATE = 19990912
TIME = 2213
LATITUDE = 76.35
LONGITUDE = 15.8365
DEPTH = 91.2
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  4.2660,     4.0,  4.2663, 34.4493,1.0
  4.2659,     6.0,  4.2663, 34.4493,18.0
  4.2658,     8.0,  4.2663, 34.4494,15.0
  4.2656,    10.0,  4.2663, 34.4494,13.0
  4.2655,    12.0,  4.2663, 34.4493,16.0
  4.2532,    14.0,  4.2542, 34.4513,12.0
  4.2122,    16.0,  4.2133, 34.4471,14.0
  4.2639,    18.0,  4.2651, 34.4817,14.0
  4.3090,    20.0,  4.3104, 34.5060,17.0
  4.4152,    22.0,  4.4168, 34.5476,18.0
  4.5164,    24.0,  4.5182, 34.5689,14.0
  4.5745,    26.0,  4.5764, 34.5799,17.0
  4.6116,    28.0,  4.6136, 34.5878,14.0
  4.6580,    30.0,  4.6602, 34.5952,13.0
  4.7516,    32.0,  4.7539, 34.6115,17.0
  4.7402,    34.0,  4.7427, 34.6109,16.0
  4.8008,    36.0,  4.8035, 34.6287,13.0
  5.4796,    38.0,  5.4826, 34.7704,16.0
  5.8158,    40.0,  5.8191, 34.8348,23.0
  6.0332,    42.0,  6.0367, 34.8873,16.0
  6.1258,    44.0,  6.1296, 34.9091,13.0
  6.1611,    46.0,  6.1651, 34.9159,17.0
  6.2023,    48.0,  6.2065, 34.9255,16.0
  6.2236,    50.0,  6.2279, 34.9309,23.0
  4.3527,    52.0,  4.3564, 34.6979,19.0
  3.6790,    54.0,  3.6826, 34.6414,12.0
  3.6002,    56.0,  3.6039, 34.6455,14.0
  3.4854,    58.0,  3.4891, 34.6499,17.0
  3.4556,    60.0,  3.4594, 34.6639,25.0
  3.3534,    62.0,  3.3573, 34.6833,22.0
  3.0403,    64.0,  3.0442, 34.7038,16.0
  3.0626,    66.0,  3.0666, 34.7576,15.0
  3.1305,    68.0,  3.1348, 34.7857,12.0
  3.4522,    70.0,  3.4567, 34.8424,14.0
  3.2712,    72.0,  3.2758, 34.8481,18.0
  3.1202,    74.0,  3.1247, 34.8412,14.0
  2.8295,    76.0,  2.8341, 34.8257,18.0
  2.6729,    78.0,  2.6774, 34.8380,13.0
  2.6936,    80.0,  2.6982, 34.8458,15.0
  2.7108,    82.0,  2.7157, 34.8506,12.0
  2.6161,    84.0,  2.6210, 34.8658,19.0
  2.2409,    86.0,  2.2456, 34.8664,17.0
  2.1336,    88.0,  2.1384, 34.8691,17.0
  1.9851,    90.0,  1.9899, 34.8619,14.0
  1.9651,    92.0,  1.9700, 34.8612,16.0
END_DATA
