CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/209-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226713
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/209-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226713
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 209
CASTNO = 1
DATE = 19990914
TIME = 0525
LATITUDE = 78.8298
LONGITUDE = 9.0073
DEPTH = 212.0
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  4.3987,     4.0,  4.3990, 33.6421,20.0
  4.4330,     6.0,  4.4335, 33.6789,16.0
  4.4418,     8.0,  4.4424, 33.7092,18.0
  4.4363,    10.0,  4.4370, 33.7085,19.0
  4.4378,    12.0,  4.4387, 33.7087,14.0
  4.5265,    14.0,  4.5275, 33.8391,15.0
  4.8868,    16.0,  4.8880, 33.9492,14.0
  4.8079,    18.0,  4.8093, 33.9937,17.0
  5.1412,    20.0,  5.1427, 34.2593,19.0
  5.5843,    22.0,  5.5860, 34.5645,16.0
  5.6448,    24.0,  5.6468, 34.5978,14.0
  5.8073,    26.0,  5.8095, 34.6974,16.0
  5.8334,    28.0,  5.8357, 34.7173,11.0
  5.8614,    30.0,  5.8639, 34.7240,16.0
  5.8978,    32.0,  5.9005, 34.7376,14.0
  5.9625,    34.0,  5.9653, 34.7730,14.0
  5.9758,    36.0,  5.9788, 34.7787,14.0
  6.0307,    38.0,  6.0339, 34.7932,11.0
  6.0376,    40.0,  6.0409, 34.7977,12.0
  6.0636,    42.0,  6.0672, 34.8104,17.0
  6.1013,    44.0,  6.1051, 34.8215,21.0
  6.1149,    46.0,  6.1189, 34.8276,13.0
  6.1192,    48.0,  6.1233, 34.8308,18.0
  6.1318,    50.0,  6.1361, 34.8355,17.0
  6.1365,    52.0,  6.1410, 34.8383,15.0
  6.1510,    54.0,  6.1557, 34.8451,21.0
  6.1724,    56.0,  6.1772, 34.8526,19.0
  6.1885,    58.0,  6.1935, 34.8590,17.0
  6.2331,    60.0,  6.2383, 34.8725,13.0
  6.4280,    62.0,  6.4334, 34.9281,16.0
  6.5537,    64.0,  6.5594, 34.9626,17.0
  6.4121,    66.0,  6.4179, 34.9541,16.0
  6.0853,    68.0,  6.0912, 34.9084,16.0
  5.5548,    70.0,  5.5605, 34.8371,14.0
  5.4411,    72.0,  5.4469, 34.8229,13.0
  5.2722,    74.0,  5.2781, 34.7998,15.0
  4.8231,    76.0,  4.8289, 34.7719,19.0
  4.6172,    78.0,  4.6230, 34.7685,15.0
  4.5541,    80.0,  4.5600, 34.7652,14.0
  4.4129,    82.0,  4.4189, 34.7541,14.0
  3.9923,    84.0,  3.9981, 34.7483,15.0
  3.8969,    86.0,  3.9027, 34.7518,16.0
  3.8181,    88.0,  3.8240, 34.7578,13.0
  3.7359,    90.0,  3.7419, 34.7930,14.0
  3.8330,    92.0,  3.8392, 34.8229,14.0
  3.8649,    94.0,  3.8713, 34.8380,16.0
  3.9313,    96.0,  3.9379, 34.8543,15.0
  3.9326,    98.0,  3.9393, 34.8648,13.0
  4.2604,   100.0,  4.2675, 34.9314,17.0
  4.1437,   102.0,  4.1509, 34.9164,15.0
  4.0885,   104.0,  4.0958, 34.9154,19.0
  4.0948,   106.0,  4.1023, 34.9169,19.0
  4.0450,   108.0,  4.0526, 34.9104,18.0
  3.9533,   110.0,  3.9609, 34.8986,16.0
  3.9197,   112.0,  3.9274, 34.8946,16.0
  3.9024,   114.0,  3.9102, 34.8943,16.0
  3.9429,   116.0,  3.9509, 34.9045,16.0
  4.0111,   118.0,  4.0194, 34.9169,15.0
  4.2193,   120.0,  4.2279, 34.9486,16.0
  4.3094,   122.0,  4.3182, 34.9637,16.0
  4.2406,   124.0,  4.2495, 34.9559,18.0
  4.0722,   126.0,  4.0811, 34.9347,17.0
  3.9549,   128.0,  3.9637, 34.9201,11.0
  3.8722,   130.0,  3.8811, 34.9111,15.0
  3.7689,   132.0,  3.7779, 34.8983,18.0
  3.6762,   134.0,  3.6852, 34.8874,15.0
  3.5559,   136.0,  3.5650, 34.8729,17.0
  3.5056,   138.0,  3.5146, 34.8696,17.0
  3.4994,   140.0,  3.5086, 34.8717,15.0
  3.4794,   142.0,  3.4887, 34.8715,16.0
  3.4240,   144.0,  3.4334, 34.8652,17.0
  3.3598,   146.0,  3.3692, 34.8623,11.0
  3.2602,   148.0,  3.2697, 34.8557,19.0
  3.2457,   150.0,  3.2553, 34.8588,18.0
  3.2022,   152.0,  3.2119, 34.8607,14.0
  3.1858,   154.0,  3.1956, 34.8622,15.0
  3.1697,   156.0,  3.1796, 34.8630,17.0
  3.1469,   158.0,  3.1569, 34.8643,20.0
  3.1343,   160.0,  3.1444, 34.8636,17.0
  3.1018,   162.0,  3.1119, 34.8639,16.0
  3.0933,   164.0,  3.1035, 34.8658,15.0
  3.0824,   166.0,  3.0928, 34.8679,15.0
  3.0753,   168.0,  3.0858, 34.8692,18.0
  3.0678,   170.0,  3.0784, 34.8696,18.0
  3.0613,   172.0,  3.0720, 34.8709,15.0
  3.0603,   174.0,  3.0711, 34.8711,18.0
  3.0628,   176.0,  3.0738, 34.8719,16.0
  3.0598,   178.0,  3.0709, 34.8729,15.0
  3.0522,   180.0,  3.0634, 34.8727,20.0
  3.0427,   182.0,  3.0540, 34.8737,21.0
  3.0266,   184.0,  3.0380, 34.8760,20.0
  3.0225,   186.0,  3.0341, 34.8762,21.0
  3.0243,   188.0,  3.0360, 34.8778,19.0
  3.0293,   190.0,  3.0411, 34.8812,20.0
  3.0415,   192.0,  3.0535, 34.8873,21.0
  3.0363,   194.0,  3.0484, 34.8904,27.0
  3.0278,   196.0,  3.0400, 34.8914,16.0
  3.0257,   198.0,  3.0380, 34.8917,24.0
  3.0234,   200.0,  3.0359, 34.8936,16.0
  3.0263,   202.0,  3.0389, 34.8961,24.0
  3.0256,   204.0,  3.0383, 34.8974,20.0
  3.0159,   206.0,  3.0288, 34.8971,22.0
  2.9939,   208.0,  3.0068, 34.8986,22.0
  2.9869,   210.0,  3.0000, 34.9019,26.0
  2.9850,   212.0,  2.9982, 34.9039,25.0
  2.9851,   214.0,  2.9984, 34.9038,11.0
END_DATA
