CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/208-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226712
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/208-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226712
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 208
CASTNO = 1
DATE = 19990914
TIME = 0429
LATITUDE = 78.8395
LONGITUDE = 8.6485
DEPTH = 239.7
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  4.4929,     8.0,  4.4935, 33.6953,33.0
  4.4985,    10.0,  4.4992, 33.7121,22.0
  4.6332,    12.0,  4.6341, 33.8350,19.0
  5.0385,    14.0,  5.0396, 34.2075,23.0
  5.1811,    16.0,  5.1823, 34.3380,15.0
  5.4566,    18.0,  5.4580, 34.4965,17.0
  5.5123,    20.0,  5.5139, 34.5177,19.0
  5.5610,    22.0,  5.5627, 34.5385,20.0
  5.6087,    24.0,  5.6106, 34.5627,17.0
  5.6418,    26.0,  5.6440, 34.5903,18.0
  5.6751,    28.0,  5.6774, 34.6122,16.0
  5.7018,    30.0,  5.7043, 34.6295,15.0
  5.7368,    32.0,  5.7395, 34.6601,16.0
  5.7581,    34.0,  5.7609, 34.6788,14.0
  5.9697,    36.0,  5.9727, 34.7385,18.0
  6.0884,    38.0,  6.0917, 34.7754,18.0
  6.1111,    40.0,  6.1146, 34.7875,19.0
  6.1491,    42.0,  6.1527, 34.8036,14.0
  6.1523,    44.0,  6.1561, 34.8047,15.0
  6.1541,    46.0,  6.1581, 34.8052,17.0
  6.1644,    48.0,  6.1685, 34.8082,22.0
  6.2577,    50.0,  6.2620, 34.8423,17.0
  6.2900,    52.0,  6.2945, 34.8581,19.0
  6.3261,    54.0,  6.3308, 34.8739,16.0
  6.3257,    56.0,  6.3306, 34.8759,17.0
  6.3594,    58.0,  6.3645, 34.8888,19.0
  6.3848,    60.0,  6.3900, 34.8993,18.0
  6.5201,    62.0,  6.5257, 34.9424,21.0
  6.5453,    64.0,  6.5510, 34.9573,20.0
  6.6253,    66.0,  6.6312, 34.9799,18.0
  6.6385,    68.0,  6.6446, 34.9856,16.0
  6.6529,    70.0,  6.6592, 34.9922,17.0
  6.6547,    72.0,  6.6612, 34.9932,19.0
  6.6503,    74.0,  6.6570, 34.9932,19.0
  6.6365,    76.0,  6.6434, 34.9933,22.0
