CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/206-5, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226710
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/206-5, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226710
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 206
CASTNO = 5
DATE = 19990913
TIME = 2253
LATITUDE = 78.862
LONGITUDE = 7.9317
DEPTH = 1056.0
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.3966,     6.0,  6.3971, 34.9495,18.0
  6.3968,     8.0,  6.3975, 34.9498,18.0
  6.3971,    10.0,  6.3979, 34.9504,16.0
  6.3952,    12.0,  6.3962, 34.9501,14.0
  6.3930,    14.0,  6.3942, 34.9497,14.0
  6.3899,    16.0,  6.3913, 34.9493,15.0
  6.3890,    18.0,  6.3905, 34.9488,15.0
  6.4068,    20.0,  6.4085, 34.9569,14.0
  6.4302,    22.0,  6.4321, 34.9734,12.0
  6.4246,    24.0,  6.4267, 34.9772,15.0
  6.4329,    26.0,  6.4351, 34.9815,16.0
  6.4338,    28.0,  6.4362, 34.9852,14.0
  6.4325,    30.0,  6.4351, 34.9892,14.0
  6.4306,    32.0,  6.4334, 34.9916,15.0
  6.4265,    34.0,  6.4295, 34.9963,15.0
  6.4208,    36.0,  6.4239, 35.0010,17.0
  6.4145,    38.0,  6.4178, 35.0051,17.0
  6.4096,    40.0,  6.4131, 35.0092,16.0
  6.4015,    42.0,  6.4052, 35.0177,15.0
  6.3980,    44.0,  6.4018, 35.0205,13.0
  6.4014,    46.0,  6.4054, 35.0219,18.0
  6.3961,    48.0,  6.4003, 35.0230,19.0
  6.3824,    50.0,  6.3868, 35.0234,20.0
  6.3760,    52.0,  6.3805, 35.0225,14.0
  6.3600,    54.0,  6.3647, 35.0204,20.0
  6.3557,    56.0,  6.3606, 35.0196,17.0
  6.3104,    58.0,  6.3155, 35.0204,15.0
  6.2188,    60.0,  6.2240, 35.0257,17.0
  6.1834,    62.0,  6.1888, 35.0309,17.0
  6.0959,    64.0,  6.1014, 35.0405,16.0
  6.0165,    66.0,  6.0221, 35.0484,15.0
  5.9397,    68.0,  5.9454, 35.0516,15.0
  5.6691,    70.0,  5.6749, 35.0663,16.0
  5.4217,    72.0,  5.4275, 35.0725,17.0
  5.3684,    74.0,  5.3744, 35.0754,17.0
  5.3285,    76.0,  5.3346, 35.0820,14.0
  5.2539,    78.0,  5.2601, 35.0859,14.0
  5.2175,    80.0,  5.2239, 35.0875,15.0
  5.1556,    82.0,  5.1620, 35.0857,14.0
  5.1018,    84.0,  5.1084, 35.0861,15.0
  5.0714,    86.0,  5.0781, 35.0850,13.0
  5.0196,    88.0,  5.0264, 35.0858,13.0
  4.9820,    90.0,  4.9890, 35.0858,13.0
  4.9546,    92.0,  4.9617, 35.0853,14.0
  4.9249,    94.0,  4.9322, 35.0851,16.0
  4.9076,    96.0,  4.9150, 35.0852,16.0
  4.8829,    98.0,  4.8905, 35.0847,17.0
  4.8606,   100.0,  4.8683, 35.0839,21.0
  4.8332,   102.0,  4.8410, 35.0837,17.0
  4.8161,   104.0,  4.8241, 35.0826,15.0
  4.7835,   106.0,  4.7915, 35.0813,17.0
  4.7581,   108.0,  4.7663, 35.0811,17.0
  4.7445,   110.0,  4.7528, 35.0811,18.0
  4.7307,   112.0,  4.7391, 35.0805,16.0
  4.7120,   114.0,  4.7206, 35.0808,18.0
  4.7026,   116.0,  4.7113, 35.0801,12.0
  4.6565,   118.0,  4.6654, 35.0778,15.0
  4.6454,   120.0,  4.6544, 35.0771,15.0
  4.6376,   122.0,  4.6467, 35.0771,15.0
  4.6083,   124.0,  4.6176, 35.0758,12.0
  4.5862,   126.0,  4.5956, 35.0760,14.0
  4.5797,   128.0,  4.5893, 35.0758,14.0
  4.5722,   130.0,  4.5819, 35.0752,15.0
  4.5208,   132.0,  4.5306, 35.0718,17.0
  4.5043,   134.0,  4.5142, 35.0717,15.0
  4.4849,   136.0,  4.4950, 35.0717,17.0
  4.4734,   138.0,  4.4836, 35.0715,16.0
  4.4597,   140.0,  4.4701, 35.0728,16.0
  4.4571,   142.0,  4.4676, 35.0728,16.0
  4.4231,   144.0,  4.4337, 35.0708,17.0
  4.4004,   146.0,  4.4112, 35.0709,17.0
  4.3756,   148.0,  4.3865, 35.0712,18.0
  4.3656,   150.0,  4.3765, 35.0710,15.0
  4.3621,   152.0,  4.3732, 35.0712,15.0
  4.3567,   154.0,  4.3679, 35.0714,19.0
  4.3421,   156.0,  4.3534, 35.0719,15.0
  4.3285,   158.0,  4.3400, 35.0705,16.0
  4.3113,   160.0,  4.3229, 35.0694,17.0
  4.3037,   162.0,  4.3154, 35.0695,18.0
  4.2883,   164.0,  4.3002, 35.0681,14.0
  4.2605,   166.0,  4.2725, 35.0678,11.0
  4.2437,   168.0,  4.2558, 35.0678,15.0
  4.2291,   170.0,  4.2414, 35.0677,17.0
  4.2224,   172.0,  4.2348, 35.0683,16.0
  4.2117,   174.0,  4.2242, 35.0683,12.0
  4.1771,   176.0,  4.1897, 35.0657,13.0
  4.1505,   178.0,  4.1633, 35.0669,12.0
  4.1455,   180.0,  4.1584, 35.0669,18.0
  4.1410,   182.0,  4.1540, 35.0669,18.0
  4.1337,   184.0,  4.1469, 35.0674,16.0
  4.1298,   186.0,  4.1431, 35.0674,16.0
  4.1097,   188.0,  4.1231, 35.0683,16.0
  4.1012,   190.0,  4.1148, 35.0678,15.0
  4.0630,   192.0,  4.0767, 35.0675,15.0
  4.0487,   194.0,  4.0625, 35.0679,20.0
  4.0290,   196.0,  4.0429, 35.0666,18.0
  4.0028,   198.0,  4.0168, 35.0660,22.0
  3.9935,   200.0,  4.0077, 35.0658,17.0
  3.9892,   202.0,  4.0035, 35.0663,17.0
  3.9812,   204.0,  3.9956, 35.0660,18.0
  3.9758,   206.0,  3.9904, 35.0657,19.0
  3.9602,   208.0,  3.9749, 35.0653,17.0
  3.9494,   210.0,  3.9641, 35.0647,16.0
  3.9392,   212.0,  3.9540, 35.0645,14.0
  3.9234,   214.0,  3.9384, 35.0638,14.0
  3.9129,   216.0,  3.9280, 35.0638,17.0
  3.9003,   218.0,  3.9155, 35.0630,17.0
  3.8836,   220.0,  3.8989, 35.0635,14.0
  3.8738,   222.0,  3.8893, 35.0622,11.0
  3.8507,   224.0,  3.8663, 35.0620,14.0
  3.8373,   226.0,  3.8530, 35.0609,17.0
  3.8276,   228.0,  3.8434, 35.0610,20.0
  3.8153,   230.0,  3.8312, 35.0610,12.0
  3.7996,   232.0,  3.8157, 35.0603,15.0
  3.7821,   234.0,  3.7983, 35.0602,14.0
