CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/199-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226705
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/199-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226705
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 199
CASTNO = 1
DATE = 19990912
TIME = 1855
LATITUDE = 76.1815
LONGITUDE = 15.4965
DEPTH = 350.6
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.1529,     4.0,  6.1533, 34.8453,8.0
  6.1528,     6.0,  6.1533, 34.8453,20.0
  6.1526,     8.0,  6.1533, 34.8453,44.0
  6.1524,    10.0,  6.1533, 34.8454,39.0
  6.1508,    12.0,  6.1519, 34.8471,23.0
  6.1585,    14.0,  6.1597, 34.8575,26.0
  6.1737,    16.0,  6.1751, 34.8634,29.0
  6.2043,    18.0,  6.2059, 34.8740,14.0
  6.2256,    20.0,  6.2273, 34.8846,15.0
  6.2323,    22.0,  6.2342, 34.8891,14.0
  6.2412,    24.0,  6.2433, 34.8969,16.0
  6.2498,    26.0,  6.2521, 34.9047,16.0
  6.2710,    28.0,  6.2734, 34.9229,15.0
  6.2727,    30.0,  6.2753, 34.9246,12.0
  6.2725,    32.0,  6.2753, 34.9266,14.0
  6.2729,    34.0,  6.2758, 34.9290,13.0
  6.2742,    36.0,  6.2773, 34.9299,17.0
  6.2708,    38.0,  6.2741, 34.9311,16.0
  6.2695,    40.0,  6.2730, 34.9313,17.0
  6.2698,    42.0,  6.2734, 34.9345,18.0
  6.2769,    44.0,  6.2807, 34.9373,18.0
  6.2791,    46.0,  6.2831, 34.9416,16.0
  6.2773,    48.0,  6.2815, 34.9436,13.0
  6.2689,    50.0,  6.2732, 34.9444,14.0
  6.2843,    52.0,  6.2888, 34.9531,13.0
  6.2994,    54.0,  6.3041, 34.9626,14.0
  6.1976,    56.0,  6.2025, 34.9494,13.0
  6.0732,    58.0,  6.0782, 34.9428,17.0
  5.9476,    60.0,  5.9526, 34.9473,19.0
  5.9170,    62.0,  5.9222, 34.9513,18.0
  5.8798,    64.0,  5.8852, 34.9522,14.0
  5.8932,    66.0,  5.8987, 34.9606,15.0
  5.8827,    68.0,  5.8884, 34.9659,14.0
  5.8046,    70.0,  5.8105, 34.9597,18.0
  5.7296,    72.0,  5.7356, 34.9549,15.0
  5.5102,    74.0,  5.5162, 34.9422,16.0
  5.3316,    76.0,  5.3377, 34.9506,16.0
  5.2947,    78.0,  5.3009, 34.9645,14.0
  5.4651,    80.0,  5.4716, 35.0295,12.0
  5.6550,    82.0,  5.6618, 35.0667,14.0
  5.8482,    84.0,  5.8553, 35.0988,12.0
  5.8771,    86.0,  5.8844, 35.1057,12.0
  5.8942,    88.0,  5.9016, 35.1103,13.0
  5.7831,    90.0,  5.7907, 35.1031,18.0
  5.7929,    92.0,  5.8006, 35.1143,16.0
  5.7783,    94.0,  5.7862, 35.1143,11.0
  5.7597,    96.0,  5.7678, 35.1134,13.0
  5.7293,    98.0,  5.7375, 35.1100,10.0
  5.6347,   100.0,  5.6430, 35.1014,17.0
  5.5557,   102.0,  5.5640, 35.0967,16.0
  5.5049,   104.0,  5.5134, 35.0951,18.0
  5.4795,   106.0,  5.4881, 35.0967,14.0
  5.4252,   108.0,  5.4340, 35.0995,21.0
  5.4050,   110.0,  5.4139, 35.1012,17.0
  5.3949,   112.0,  5.4040, 35.1011,16.0
  5.3485,   114.0,  5.3577, 35.0983,19.0
  5.3180,   116.0,  5.3273, 35.0979,15.0
  5.2488,   118.0,  5.2583, 35.0993,11.0
  5.2345,   120.0,  5.2441, 35.0985,15.0
  5.2114,   122.0,  5.2212, 35.0969,16.0
  5.2013,   124.0,  5.2111, 35.0975,14.0
  5.1844,   126.0,  5.1944, 35.0977,16.0
  5.1233,   128.0,  5.1334, 35.0961,12.0
  5.0794,   130.0,  5.0896, 35.0917,16.0
  5.0330,   132.0,  5.0433, 35.0919,12.0
  5.0119,   134.0,  5.0224, 35.0904,15.0
  4.9930,   136.0,  5.0036, 35.0890,18.0
  4.9454,   138.0,  4.9561, 35.0839,14.0
  4.8781,   140.0,  4.8889, 35.0828,18.0
  4.8595,   142.0,  4.8705, 35.0817,16.0
  4.7984,   144.0,  4.8095, 35.0772,15.0
  4.7314,   146.0,  4.7425, 35.0724,16.0
  4.7091,   148.0,  4.7203, 35.0717,16.0
  4.7012,   150.0,  4.7125, 35.0715,14.0
  4.7001,   152.0,  4.7116, 35.0715,16.0
  4.6932,   154.0,  4.7048, 35.0719,18.0
  4.6759,   156.0,  4.6877, 35.0709,18.0
  4.6555,   158.0,  4.6674, 35.0710,18.0
  4.5560,   160.0,  4.5680, 35.0580,13.0
  4.4274,   162.0,  4.4394, 35.0455,13.0
  4.3605,   164.0,  4.3724, 35.0387,14.0
  4.3282,   166.0,  4.3403, 35.0360,16.0
  4.2914,   168.0,  4.3036, 35.0333,17.0
  4.2387,   170.0,  4.2510, 35.0296,13.0
  4.2517,   172.0,  4.2641, 35.0466,15.0
  4.2653,   174.0,  4.2779, 35.0498,12.0
  4.2556,   176.0,  4.2683, 35.0490,16.0
  4.2045,   178.0,  4.2173, 35.0423,15.0
  4.2137,   180.0,  4.2267, 35.0452,13.0
  4.2146,   182.0,  4.2277, 35.0457,16.0
  4.2133,   184.0,  4.2266, 35.0462,17.0
  4.2209,   186.0,  4.2343, 35.0515,18.0
  4.1975,   188.0,  4.2110, 35.0502,14.0
  4.1476,   190.0,  4.1612, 35.0460,12.0
  4.1263,   192.0,  4.1400, 35.0445,13.0
