CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/227-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226725
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/227-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226725
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 227
CASTNO = 1
DATE = 19990917
TIME = 0956
LATITUDE = 78.944
LONGITUDE = 0.7298
DEPTH = 2505.1
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
 -0.6291,     4.0, -0.6290, 32.5263,18.0
 -0.6291,     6.0, -0.6290, 32.5263,18.0
 -0.6292,     8.0, -0.6290, 32.5264,20.0
 -0.6607,    10.0, -0.6605, 32.6192,19.0
 -0.6936,    12.0, -0.6933, 32.8350,15.0
 -0.8837,    14.0, -0.8833, 33.3804,14.0
 -1.2021,    16.0, -1.2017, 33.7793,15.0
 -1.2580,    18.0, -1.2576, 33.9326,15.0
 -1.2138,    20.0, -1.2133, 34.0622,15.0
 -0.4520,    22.0, -0.4513, 34.1784,17.0
 -0.1368,    24.0, -0.1360, 34.2723,13.0
 -0.2092,    26.0, -0.2084, 34.2896,18.0
 -0.7307,    28.0, -0.7299, 34.2831,16.0
 -0.0415,    30.0, -0.0405, 34.3406,14.0
  0.0156,    32.0,  0.0167, 34.3489,15.0
  0.1594,    34.0,  0.1606, 34.3625,17.0
  0.3142,    36.0,  0.3156, 34.3776,16.0
  0.1515,    38.0,  0.1528, 34.3666,16.0
  0.0221,    40.0,  0.0235, 34.3561,14.0
 -0.0083,    42.0, -0.0068, 34.3510,12.0
 -0.3245,    44.0, -0.3231, 34.3314,15.0
 -0.3309,    46.0, -0.3294, 34.3298,16.0
 -0.4996,    48.0, -0.4981, 34.3215,15.0
 -0.9161,    50.0, -0.9147, 34.2998,18.0
 -0.4373,    52.0, -0.4357, 34.3452,19.0
 -0.4514,    54.0, -0.4497, 34.3469,14.0
 -0.9483,    56.0, -0.9468, 34.3319,18.0
 -1.0581,    58.0, -1.0566, 34.3293,17.0
 -0.9437,    60.0, -0.9421, 34.3355,20.0
 -0.9693,    62.0, -0.9676, 34.3363,18.0
 -0.3858,    64.0, -0.3838, 34.3935,18.0
 -0.1604,    66.0, -0.1581, 34.4106,16.0
 -0.2269,    68.0, -0.2247, 34.4092,18.0
  0.0349,    70.0,  0.0374, 34.4482,18.0
  0.9263,    72.0,  0.9294, 34.5352,14.0
  1.0903,    74.0,  1.0937, 34.5538,16.0
  1.1347,    76.0,  1.1382, 34.5586,15.0
  1.0567,    78.0,  1.0602, 34.5535,13.0
  1.1046,    80.0,  1.1082, 34.5648,12.0
  1.4303,    82.0,  1.4342, 34.6125,14.0
  1.3366,    84.0,  1.3405, 34.6110,15.0
  1.3291,    86.0,  1.3331, 34.6138,16.0
  1.1874,    88.0,  1.1915, 34.6203,14.0
  1.0897,    90.0,  1.0938, 34.6176,13.0
  1.0716,    92.0,  1.0758, 34.6196,14.0
  1.1470,    94.0,  1.1513, 34.6318,13.0
  1.3583,    96.0,  1.3628, 34.6562,13.0
  1.6221,    98.0,  1.6270, 34.6921,18.0
  1.7157,   100.0,  1.7207, 34.7041,19.0
  1.8237,   102.0,  1.8289, 34.7150,19.0
  1.9968,   104.0,  2.0023, 34.7495,18.0
  2.2994,   106.0,  2.3053, 34.7924,17.0
  2.2090,   108.0,  2.2149, 34.7920,18.0
  2.0134,   110.0,  2.0193, 34.7757,21.0
  1.8845,   112.0,  1.8904, 34.7709,15.0
  1.7842,   114.0,  1.7900, 34.7612,17.0
  1.6420,   116.0,  1.6478, 34.7480,19.0
  1.3006,   118.0,  1.3062, 34.7232,15.0
  1.2879,   120.0,  1.2936, 34.7233,15.0
  1.2750,   122.0,  1.2807, 34.7243,14.0
  1.3194,   124.0,  1.3253, 34.7391,11.0
  1.5453,   126.0,  1.5516, 34.7670,16.0
  1.6717,   128.0,  1.6782, 34.7866,16.0
  1.8977,   130.0,  1.9046, 34.8259,15.0
  2.1859,   132.0,  2.1931, 34.8557,15.0
  2.2139,   134.0,  2.2213, 34.8606,17.0
  2.2651,   136.0,  2.2726, 34.8664,19.0
  2.3154,   138.0,  2.3232, 34.8708,15.0
  2.3291,   140.0,  2.3370, 34.8718,18.0
  2.3285,   142.0,  2.3365, 34.8703,18.0
  2.3292,   144.0,  2.3374, 34.8700,21.0
  2.3331,   146.0,  2.3414, 34.8701,18.0
  2.3356,   148.0,  2.3440, 34.8707,21.0
  2.3862,   150.0,  2.3948, 34.8783,18.0
  2.4563,   152.0,  2.4650, 34.8868,19.0
  2.4974,   154.0,  2.5063, 34.8922,18.0
  2.6339,   156.0,  2.6431, 34.9136,16.0
  2.8470,   158.0,  2.8566, 34.9435,18.0
  2.8810,   160.0,  2.8908, 34.9490,16.0
  2.8816,   162.0,  2.8915, 34.9496,14.0
  2.8828,   164.0,  2.8928, 34.9505,16.0
  2.9103,   166.0,  2.9205, 34.9554,17.0
  2.9353,   168.0,  2.9456, 34.9610,14.0
  2.9392,   170.0,  2.9497, 34.9622,13.0
  2.9075,   172.0,  2.9181, 34.9606,17.0
  2.8944,   174.0,  2.9051, 34.9613,13.0
  2.8689,   176.0,  2.8797, 34.9591,14.0
  2.8571,   178.0,  2.8680, 34.9579,15.0
  2.8297,   180.0,  2.8407, 34.9549,16.0
  2.7889,   182.0,  2.8000, 34.9507,15.0
  2.7418,   184.0,  2.7529, 34.9447,13.0
  2.5817,   186.0,  2.5926, 34.9280,14.0
  2.3943,   188.0,  2.4051, 34.9104,16.0
  2.3907,   190.0,  2.4016, 34.9112,18.0
  2.3757,   192.0,  2.3867, 34.9132,19.0
  2.3905,   194.0,  2.4017, 34.9168,18.0
  2.3750,   196.0,  2.3862, 34.9176,18.0
  2.3477,   198.0,  2.3590, 34.9186,17.0
  2.3647,   200.0,  2.3762, 34.9216,22.0
  2.3850,   202.0,  2.3966, 34.9261,16.0
  2.4125,   204.0,  2.4243, 34.9322,22.0
  2.4040,   206.0,  2.4159, 34.9331,21.0
  2.3772,   208.0,  2.3892, 34.9327,19.0
  2.3821,   210.0,  2.3942, 34.9353,16.0
  2.3897,   212.0,  2.4019, 34.9361,17.0
  2.4206,   214.0,  2.4330, 34.9417,20.0
  2.4048,   216.0,  2.4173, 34.9405,13.0
  2.3816,   218.0,  2.3942, 34.9383,15.0
  2.3432,   220.0,  2.3558, 34.9345,18.0
  2.2901,   222.0,  2.3027, 34.9292,12.0
  2.1954,   224.0,  2.2079, 34.9208,12.0
  2.1459,   226.0,  2.1585, 34.9169,12.0
  2.1133,   228.0,  2.1259, 34.9150,15.0
  2.1163,   230.0,  2.1290, 34.9167,17.0
  2.1507,   232.0,  2.1636, 34.9243,15.0
  2.1505,   234.0,  2.1635, 34.9256,16.0
  2.1568,   236.0,  2.1700, 34.9271,16.0
  2.1642,   238.0,  2.1775, 34.9298,16.0
  2.1930,   240.0,  2.2065, 34.9355,18.0
  2.2111,   242.0,  2.2247, 34.9389,20.0
  2.1750,   244.0,  2.1887, 34.9358,18.0
  2.1707,   246.0,  2.1845, 34.9356,17.0
  2.1324,   248.0,  2.1462, 34.9314,19.0
  2.0376,   250.0,  2.0514, 34.9221,19.0
  1.9233,   252.0,  1.9370, 34.9118,13.0
  1.8648,   254.0,  1.8784, 34.9069,13.0
  1.9150,   256.0,  1.9289, 34.9161,14.0
  1.9557,   258.0,  1.9698, 34.9213,15.0
  2.0217,   260.0,  2.0360, 34.9314,14.0
  2.1307,   262.0,  2.1453, 34.9442,13.0
  2.1549,   264.0,  2.1697, 34.9470,15.0
  2.1653,   266.0,  2.1802, 34.9478,17.0
  2.1772,   268.0,  2.1923, 34.9500,14.0
  2.1814,   270.0,  2.1966, 34.9509,13.0
  2.1869,   272.0,  2.2022, 34.9521,15.0
  2.1843,   274.0,  2.1997, 34.9527,14.0
  2.1937,   276.0,  2.2093, 34.9570,14.0
  2.2023,   278.0,  2.2180, 34.9587,16.0
  2.2071,   280.0,  2.2229, 34.9598,16.0
  2.1972,   282.0,  2.2131, 34.9596,15.0
  2.1964,   284.0,  2.2125, 34.9601,17.0
  2.1903,   286.0,  2.2065, 34.9593,18.0
  2.1448,   288.0,  2.1610, 34.9562,16.0
  2.1300,   290.0,  2.1463, 34.9553,19.0
  2.1396,   292.0,  2.1560, 34.9576,19.0
  2.1414,   294.0,  2.1579, 34.9586,17.0
  2.1725,   296.0,  2.1892, 34.9645,16.0
  2.1618,   298.0,  2.1786, 34.9637,22.0
  2.1505,   300.0,  2.1674, 34.9631,15.0
  2.1631,   302.0,  2.1802, 34.9664,17.0
  2.1681,   304.0,  2.1853, 34.9676,18.0
  2.1613,   306.0,  2.1786, 34.9675,16.0
  2.1423,   308.0,  2.1597, 34.9656,18.0
  2.1299,   310.0,  2.1474, 34.9657,16.0
  2.1152,   312.0,  2.1327, 34.9644,16.0
  2.1035,   314.0,  2.1211, 34.9649,15.0
  2.0945,   316.0,  2.1122, 34.9648,14.0
  2.0933,   318.0,  2.1111, 34.9648,16.0
  2.1007,   320.0,  2.1187, 34.9669,13.0
  2.0714,   322.0,  2.0894, 34.9645,13.0
  2.0541,   324.0,  2.0722, 34.9629,14.0
  2.0376,   326.0,  2.0558, 34.9612,15.0
  2.0034,   328.0,  2.0216, 34.9579,16.0
  1.9706,   330.0,  1.9888, 34.9548,13.0
  1.9630,   332.0,  1.9813, 34.9552,14.0
  1.9694,   334.0,  1.9879, 34.9569,14.0
  1.9582,   336.0,  1.9768, 34.9560,19.0
  1.9274,   338.0,  1.9460, 34.9529,13.0
  1.9192,   340.0,  1.9379, 34.9536,15.0
  1.9257,   342.0,  1.9445, 34.9544,17.0
  1.9232,   344.0,  1.9421, 34.9541,15.0
  1.9170,   346.0,  1.9360, 34.9538,16.0
  1.9293,   348.0,  1.9485, 34.9560,18.0
  1.9137,   350.0,  1.9330, 34.9564,21.0
  1.9636,   352.0,  1.9831, 34.9636,19.0
  1.9694,   354.0,  1.9890, 34.9639,13.0
  1.9468,   356.0,  1.9665, 34.9622,14.0
  1.9348,   358.0,  1.9546, 34.9610,19.0
  1.9324,   360.0,  1.9523, 34.9609,17.0
  1.9281,   362.0,  1.9481, 34.9604,11.0
  1.9237,   364.0,  1.9438, 34.9600,12.0
  1.9235,   366.0,  1.9437, 34.9600,14.0
  1.8999,   368.0,  1.9202, 34.9580,14.0
  1.8560,   370.0,  1.8762, 34.9538,11.0
  1.8334,   372.0,  1.8536, 34.9521,15.0
  1.7613,   374.0,  1.7814, 34.9463,16.0
  1.7703,   376.0,  1.7906, 34.9478,17.0
  1.8428,   378.0,  1.8634, 34.9573,16.0
  1.8360,   380.0,  1.8567, 34.9572,16.0
  1.7682,   382.0,  1.7888, 34.9505,18.0
  1.7539,   384.0,  1.7746, 34.9488,15.0
  1.7200,   386.0,  1.7407, 34.9456,18.0
  1.6716,   388.0,  1.6923, 34.9410,18.0
  1.5884,   390.0,  1.6089, 34.9337,18.0
  1.5569,   392.0,  1.5774, 34.9308,18.0
  1.5507,   394.0,  1.5713, 34.9306,19.0
  1.5235,   396.0,  1.5442, 34.9283,18.0
  1.5133,   398.0,  1.5340, 34.9279,18.0
  1.5096,   400.0,  1.5304, 34.9279,21.0
  1.5081,   402.0,  1.5290, 34.9281,16.0
  1.5675,   404.0,  1.5887, 34.9359,15.0
  1.5856,   406.0,  1.6070, 34.9380,16.0
  1.5664,   408.0,  1.5879, 34.9365,18.0
  1.5752,   410.0,  1.5968, 34.9383,18.0
  1.5669,   412.0,  1.5886, 34.9380,12.0
  1.5538,   414.0,  1.5756, 34.9369,14.0
  1.5269,   416.0,  1.5487, 34.9347,14.0
  1.5106,   418.0,  1.5324, 34.9338,14.0
  1.5115,   420.0,  1.5335, 34.9338,12.0
  1.5173,   422.0,  1.5394, 34.9353,14.0
  1.5148,   424.0,  1.5370, 34.9351,13.0
  1.5066,   426.0,  1.5289, 34.9343,18.0
  1.4767,   428.0,  1.4990, 34.9318,13.0
  1.4545,   430.0,  1.4767, 34.9299,16.0
  1.4519,   432.0,  1.4742, 34.9301,21.0
  1.4172,   434.0,  1.4395, 34.9270,20.0
  1.4172,   436.0,  1.4396, 34.9288,18.0
  1.4126,   438.0,  1.4351, 34.9282,18.0
  1.4816,   440.0,  1.5046, 34.9378,18.0
  1.4690,   442.0,  1.4921, 34.9366,15.0
  1.4264,   444.0,  1.4493, 34.9324,16.0
  1.3494,   446.0,  1.3722, 34.9255,21.0
  1.3421,   448.0,  1.3649, 34.9247,17.0
  1.3368,   450.0,  1.3597, 34.9244,15.0
  1.3424,   452.0,  1.3655, 34.9261,14.0
  1.3570,   454.0,  1.3802, 34.9282,15.0
  1.3589,   456.0,  1.3822, 34.9291,17.0
  1.3403,   458.0,  1.3637, 34.9277,17.0
  1.3605,   460.0,  1.3841, 34.9313,15.0
  1.3452,   462.0,  1.3688, 34.9304,16.0
  1.3395,   464.0,  1.3632, 34.9300,15.0
  1.3298,   466.0,  1.3536, 34.9294,13.0
  1.3249,   468.0,  1.3488, 34.9291,15.0
  1.3114,   470.0,  1.3354, 34.9284,16.0
  1.2947,   472.0,  1.3187, 34.9276,15.0
  1.2843,   474.0,  1.3084, 34.9268,15.0
  1.2773,   476.0,  1.3015, 34.9267,17.0
  1.2764,   478.0,  1.3007, 34.9273,17.0
  1.2760,   480.0,  1.3004, 34.9279,20.0
  1.2679,   482.0,  1.2924, 34.9281,19.0
  1.2679,   484.0,  1.2925, 34.9280,18.0
  1.2557,   486.0,  1.2803, 34.9272,18.0
  1.2408,   488.0,  1.2655, 34.9268,18.0
  1.2284,   490.0,  1.2531, 34.9266,20.0
  1.2295,   492.0,  1.2544, 34.9268,18.0
  1.2259,   494.0,  1.2509, 34.9267,14.0
  1.1976,   496.0,  1.2226, 34.9245,11.0
  1.1483,   498.0,  1.1732, 34.9205,16.0
  1.1372,   500.0,  1.1621, 34.9198,12.0
  1.1456,   502.0,  1.1707, 34.9216,13.0
