CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/198-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226704
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/198-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226704
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 198
CASTNO = 1
DATE = 19990912
TIME = 1727
LATITUDE = 76.144
LONGITUDE = 15.4113
DEPTH = 350.6
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.2595,     6.0,  6.2600, 34.8694,17.0
  6.2616,     8.0,  6.2623, 34.8702,19.0
  6.2618,    10.0,  6.2627, 34.8709,18.0
  6.2582,    12.0,  6.2592, 34.8727,13.0
  6.2544,    14.0,  6.2556, 34.8754,12.0
  6.2520,    16.0,  6.2534, 34.8762,11.0
  6.2379,    18.0,  6.2395, 34.8796,17.0
  6.2299,    20.0,  6.2316, 34.8848,18.0
  6.2385,    22.0,  6.2404, 34.8875,14.0
  6.2464,    24.0,  6.2485, 34.8899,13.0
  6.2477,    26.0,  6.2500, 34.8911,13.0
  6.2504,    28.0,  6.2528, 34.8916,15.0
  6.2551,    30.0,  6.2577, 34.8941,9.0
  6.2549,    32.0,  6.2577, 34.8965,12.0
  6.2556,    34.0,  6.2585, 34.9035,11.0
  6.2574,    36.0,  6.2605, 34.9102,17.0
  6.2599,    38.0,  6.2632, 34.9184,15.0
  6.2618,    40.0,  6.2653, 34.9242,14.0
  6.2670,    42.0,  6.2706, 34.9327,12.0
  6.2739,    44.0,  6.2777, 34.9374,13.0
  6.2806,    46.0,  6.2846, 34.9399,12.0
  6.2895,    48.0,  6.2937, 34.9432,9.0
  6.2930,    50.0,  6.2974, 34.9442,13.0
  6.2936,    52.0,  6.2981, 34.9443,11.0
  6.2932,    54.0,  6.2979, 34.9447,17.0
  6.2950,    56.0,  6.2999, 34.9470,14.0
  6.2971,    58.0,  6.3022, 34.9482,16.0
  6.2981,    60.0,  6.3033, 34.9491,17.0
  6.2965,    62.0,  6.3019, 34.9490,18.0
  6.3005,    64.0,  6.3061, 34.9497,15.0
  6.3083,    66.0,  6.3141, 34.9539,17.0
  6.2942,    68.0,  6.3001, 34.9529,16.0
  6.2842,    70.0,  6.2903, 34.9531,16.0
  6.2927,    72.0,  6.2990, 34.9575,16.0
  6.2854,    74.0,  6.2919, 34.9609,14.0
  6.2389,    76.0,  6.2455, 34.9583,12.0
  6.2088,    78.0,  6.2156, 34.9561,14.0
  6.1832,    80.0,  6.1901, 34.9538,14.0
  6.0837,    82.0,  6.0908, 34.9488,13.0
  6.0089,    84.0,  6.0160, 34.9716,15.0
  5.9636,    86.0,  5.9709, 34.9938,12.0
  5.9183,    88.0,  5.9257, 34.9991,15.0
  5.6532,    90.0,  5.6607, 34.9808,16.0
  5.2722,    92.0,  5.2796, 34.9476,16.0
  5.2811,    94.0,  5.2886, 34.9514,13.0
  5.2450,    96.0,  5.2527, 34.9484,14.0
  5.1916,    98.0,  5.1993, 34.9468,14.0
  5.0821,   100.0,  5.0899, 34.9374,18.0
  4.8136,   102.0,  4.8214, 34.9178,19.0
  4.6028,   104.0,  4.6105, 34.9330,12.0
  4.6005,   106.0,  4.6084, 34.9584,18.0
  4.5182,   108.0,  4.5262, 34.9498,16.0
  4.6538,   110.0,  4.6620, 34.9768,20.0
  4.4156,   112.0,  4.4238, 34.9577,21.0
  4.4224,   114.0,  4.4308, 34.9612,14.0
  4.4343,   116.0,  4.4428, 34.9654,16.0
  4.4141,   118.0,  4.4228, 34.9727,12.0
  4.5114,   120.0,  4.5203, 34.9918,19.0
  4.7223,   122.0,  4.7315, 35.0347,13.0
  4.7011,   124.0,  4.7104, 35.0332,12.0
  4.6696,   126.0,  4.6791, 35.0306,11.0
  4.5583,   128.0,  4.5678, 35.0170,13.0
  4.7599,   130.0,  4.7697, 35.0626,16.0
  4.8754,   132.0,  4.8856, 35.0794,16.0
