CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/201-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226707
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/201-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226707
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 201
CASTNO = 1
DATE = 19990912
TIME = 2112
LATITUDE = 76.2948
LONGITUDE = 15.7953
DEPTH = 164.5
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.0984,     6.0,  6.0989, 34.8441,21.0
  6.0987,     8.0,  6.0994, 34.8433,27.0
  6.1009,    10.0,  6.1018, 34.8433,16.0
  6.0993,    12.0,  6.1004, 34.8430,13.0
  6.0966,    14.0,  6.0978, 34.8423,20.0
  6.0970,    16.0,  6.0984, 34.8429,14.0
  6.0986,    18.0,  6.1002, 34.8437,12.0
  6.0986,    20.0,  6.1003, 34.8459,18.0
  6.1011,    22.0,  6.1030, 34.8497,23.0
  6.1001,    24.0,  6.1022, 34.8511,13.0
  6.1017,    26.0,  6.1040, 34.8517,16.0
  6.1016,    28.0,  6.1040, 34.8515,17.0
  6.0957,    30.0,  6.0983, 34.8495,14.0
  6.0926,    32.0,  6.0954, 34.8490,15.0
  6.0909,    34.0,  6.0938, 34.8479,13.0
  6.0890,    36.0,  6.0921, 34.8457,18.0
  6.0873,    38.0,  6.0906, 34.8455,15.0
  6.1018,    40.0,  6.1053, 34.8708,17.0
  6.1053,    42.0,  6.1089, 34.8801,17.0
  6.1353,    44.0,  6.1391, 34.8956,15.0
  6.1608,    46.0,  6.1648, 34.9082,13.0
  6.2307,    48.0,  6.2349, 34.9343,15.0
  6.2595,    50.0,  6.2638, 34.9421,18.0
  6.2619,    52.0,  6.2664, 34.9428,16.0
  6.2651,    54.0,  6.2698, 34.9442,13.0
  6.2646,    56.0,  6.2695, 34.9450,16.0
  6.1971,    58.0,  6.2021, 34.9472,23.0
  5.7767,    60.0,  5.7817, 34.9321,17.0
  3.9733,    62.0,  3.9776, 34.7396,15.0
  3.6200,    64.0,  3.6242, 34.7207,17.0
  2.7624,    66.0,  2.7663, 34.6744,18.0
  2.9457,    68.0,  2.9498, 34.7215,13.0
  3.5294,    70.0,  3.5339, 34.8213,12.0
  4.0233,    72.0,  4.0283, 34.9317,19.0
  4.3386,    74.0,  4.3439, 34.9888,16.0
  4.1935,    76.0,  4.1989, 34.9711,14.0
  3.9543,    78.0,  3.9596, 34.9540,12.0
  3.8396,    80.0,  3.8450, 34.9398,15.0
  3.4083,    82.0,  3.4136, 34.8924,16.0
  3.3248,    84.0,  3.3302, 34.9004,19.0
  2.0110,    86.0,  2.0156, 34.7573,17.0
  1.1268,    88.0,  1.1308, 34.6826,13.0
  0.7879,    90.0,  0.7918, 34.6635,14.0
  0.6354,    92.0,  0.6393, 34.6592,12.0
  0.5441,    94.0,  0.5479, 34.6626,12.0
  0.5583,    96.0,  0.5622, 34.6713,16.0
  0.5697,    98.0,  0.5737, 34.6818,18.0
  0.5978,   100.0,  0.6019, 34.6889,17.0
  0.7090,   102.0,  0.7133, 34.7116,16.0
  1.0252,   104.0,  1.0298, 34.7537,14.0
  1.2017,   106.0,  1.2066, 34.7717,19.0
  1.1767,   108.0,  1.1817, 34.7713,16.0
  1.2066,   110.0,  1.2117, 34.7802,13.0
  1.2787,   112.0,  1.2840, 34.7872,17.0
  1.3705,   114.0,  1.3759, 34.7958,19.0
  1.3906,   116.0,  1.3962, 34.7981,13.0
  1.2606,   118.0,  1.2662, 34.7894,10.0
  1.2762,   120.0,  1.2819, 34.7949,11.0
  1.3320,   122.0,  1.3378, 34.8037,17.0
  1.3967,   124.0,  1.4027, 34.8173,19.0
  1.5612,   126.0,  1.5675, 34.8455,16.0
  1.5217,   128.0,  1.5281, 34.8465,12.0
  1.4675,   130.0,  1.4739, 34.8430,12.0
  1.3851,   132.0,  1.3915, 34.8430,11.0
  1.3663,   134.0,  1.3727, 34.8415,14.0
  1.3534,   136.0,  1.3599, 34.8403,22.0
  1.3113,   138.0,  1.3179, 34.8386,16.0
  1.2989,   140.0,  1.3056, 34.8377,17.0
  1.2883,   142.0,  1.2951, 34.8367,19.0
  1.2724,   144.0,  1.2792, 34.8379,15.0
  1.1336,   146.0,  1.1404, 34.8289,15.0
  1.1073,   148.0,  1.1142, 34.8293,19.0
  1.1031,   150.0,  1.1101, 34.8302,20.0
  1.1106,   152.0,  1.1177, 34.8310,25.0
  1.0964,   154.0,  1.1035, 34.8300,19.0
  1.0771,   156.0,  1.0843, 34.8294,17.0
  1.0891,   158.0,  1.0964, 34.8310,22.0
  1.0713,   160.0,  1.0787, 34.8299,19.0
  1.0722,   162.0,  1.0797, 34.8299,20.0
  1.0683,   164.0,  1.0759, 34.8296,18.0
  1.0632,   166.0,  1.0709, 34.8284,23.0
END_DATA
