CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/223-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226721
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/223-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226721
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 223
CASTNO = 2
DATE = 19990916
TIME = 1115
LATITUDE = 78.8262
LONGITUDE = 6.4697
DEPTH = 1971.4
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  5.9005,     6.0,  5.9010, 34.9933,16.0
  5.9003,     8.0,  5.9010, 34.9933,17.0
  5.8983,    10.0,  5.8991, 34.9930,18.0
  5.8980,    12.0,  5.8990, 34.9929,18.0
  5.8988,    14.0,  5.9000, 34.9933,19.0
  5.8984,    16.0,  5.8997, 34.9931,15.0
  5.8986,    18.0,  5.9001, 34.9932,15.0
  5.8986,    20.0,  5.9003, 34.9930,17.0
  5.8979,    22.0,  5.8997, 34.9932,21.0
  5.8955,    24.0,  5.8975, 34.9943,20.0
  5.8928,    26.0,  5.8950, 34.9950,13.0
  5.8942,    28.0,  5.8965, 34.9950,22.0
  5.8962,    30.0,  5.8987, 34.9956,21.0
  5.8923,    32.0,  5.8950, 34.9956,17.0
  5.8915,    34.0,  5.8943, 34.9955,16.0
  5.8941,    36.0,  5.8971, 34.9965,15.0
  5.8919,    38.0,  5.8951, 34.9949,19.0
  5.8962,    40.0,  5.8996, 34.9964,16.0
  5.8924,    42.0,  5.8959, 34.9967,15.0
  5.8721,    44.0,  5.8758, 35.0024,19.0
  5.7221,    46.0,  5.7259, 35.0235,15.0
  5.5745,    48.0,  5.5784, 35.0336,17.0
  5.4232,    50.0,  5.4272, 35.0410,14.0
  5.2672,    52.0,  5.2714, 35.0509,15.0
  5.0950,    54.0,  5.0992, 35.0597,19.0
  4.7551,    56.0,  4.7593, 35.0660,15.0
  4.6864,    58.0,  4.6907, 35.0666,16.0
  4.6188,    60.0,  4.6233, 35.0687,15.0
  4.6127,    62.0,  4.6173, 35.0705,19.0
  4.5789,    64.0,  4.5836, 35.0707,19.0
  4.5477,    66.0,  4.5526, 35.0711,15.0
  4.4679,    68.0,  4.4729, 35.0719,14.0
  4.4390,    70.0,  4.4441, 35.0735,14.0
  4.4088,    72.0,  4.4141, 35.0728,16.0
  4.3700,    74.0,  4.3752, 35.0724,14.0
