CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/214-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226716
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/214-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226716
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 214
CASTNO = 1
DATE = 19990914
TIME = 2134
LATITUDE = 78.8333
LONGITUDE = 6.0415
DEPTH = 2405.1
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  5.8883,     2.0,  5.8885, 34.9674,9.0
  5.8790,     4.0,  5.8793, 34.9648,15.0
  5.8802,     6.0,  5.8807, 34.9655,20.0
  5.8802,     8.0,  5.8809, 34.9657,17.0
  5.8805,    10.0,  5.8813, 34.9657,14.0
  5.8809,    12.0,  5.8819, 34.9659,17.0
  5.8837,    14.0,  5.8849, 34.9672,16.0
  5.8943,    16.0,  5.8956, 34.9692,16.0
  5.9504,    18.0,  5.9519, 34.9796,21.0
  5.8873,    20.0,  5.8890, 34.9701,18.0
  5.8867,    22.0,  5.8885, 34.9706,17.0
  5.8868,    24.0,  5.8888, 34.9718,16.0
  5.8875,    26.0,  5.8897, 34.9722,15.0
  5.9021,    28.0,  5.9044, 34.9810,16.0
  5.9055,    30.0,  5.9080, 34.9836,15.0
  5.9126,    32.0,  5.9153, 34.9876,19.0
  5.9129,    34.0,  5.9157, 34.9880,17.0
  5.9160,    36.0,  5.9190, 34.9888,18.0
  5.9156,    38.0,  5.9188, 34.9888,17.0
  5.9151,    40.0,  5.9185, 34.9893,18.0
  5.9169,    42.0,  5.9204, 34.9916,26.0
  5.9191,    44.0,  5.9228, 34.9927,17.0
  5.9281,    46.0,  5.9320, 35.0003,18.0
  5.9352,    48.0,  5.9392, 35.0088,17.0
  5.9335,    50.0,  5.9377, 35.0117,20.0
  5.9253,    52.0,  5.9297, 35.0149,15.0
  5.9205,    54.0,  5.9250, 35.0163,16.0
  5.9108,    56.0,  5.9155, 35.0200,22.0
  5.8911,    58.0,  5.8960, 35.0212,16.0
  5.8308,    60.0,  5.8358, 35.0199,16.0
  5.6587,    62.0,  5.6639, 35.0309,17.0
  5.4292,    64.0,  5.4344, 35.0372,18.0
  4.9978,    66.0,  5.0029, 35.0547,14.0
  4.7154,    68.0,  4.7205, 35.0612,15.0
  4.6030,    70.0,  4.6082, 35.0618,17.0
  4.5607,    72.0,  4.5660, 35.0643,16.0
  4.5397,    74.0,  4.5452, 35.0654,12.0
  4.5203,    76.0,  4.5259, 35.0662,14.0
  4.4668,    78.0,  4.4725, 35.0665,17.0
  4.4322,    80.0,  4.4381, 35.0684,14.0
  4.3748,    82.0,  4.3807, 35.0661,13.0
  4.3280,    84.0,  4.3340, 35.0668,12.0
  4.2852,    86.0,  4.2914, 35.0669,15.0
  4.2464,    88.0,  4.2527, 35.0661,15.0
  4.2089,    90.0,  4.2153, 35.0658,15.0
  4.1674,    92.0,  4.1739, 35.0664,14.0
  4.1626,    94.0,  4.1693, 35.0671,12.0
  4.1391,    96.0,  4.1459, 35.0669,19.0
  4.1220,    98.0,  4.1289, 35.0666,19.0
  4.1001,   100.0,  4.1072, 35.0655,17.0
  4.0655,   102.0,  4.0727, 35.0646,15.0
  4.0528,   104.0,  4.0601, 35.0644,20.0
  4.0204,   106.0,  4.0279, 35.0633,16.0
  4.0095,   108.0,  4.0171, 35.0649,17.0
  4.0049,   110.0,  4.0126, 35.0650,16.0
  3.9905,   112.0,  3.9984, 35.0657,14.0
  3.9686,   114.0,  3.9766, 35.0663,18.0
  3.9615,   116.0,  3.9696, 35.0660,19.0
  3.9452,   118.0,  3.9534, 35.0654,14.0
  3.9340,   120.0,  3.9423, 35.0647,14.0
  3.9100,   122.0,  3.9184, 35.0648,15.0
  3.8874,   124.0,  3.8959, 35.0641,15.0
  3.8706,   126.0,  3.8793, 35.0633,15.0
  3.8550,   128.0,  3.8638, 35.0626,11.0
  3.8419,   130.0,  3.8508, 35.0624,14.0
  3.8304,   132.0,  3.8394, 35.0622,17.0
  3.8164,   134.0,  3.8256, 35.0618,15.0
  3.8078,   136.0,  3.8171, 35.0619,15.0
  3.8005,   138.0,  3.8099, 35.0616,12.0
  3.7913,   140.0,  3.8009, 35.0614,14.0
  3.7813,   142.0,  3.7910, 35.0615,17.0
  3.7714,   144.0,  3.7812, 35.0611,19.0
  3.7699,   146.0,  3.7799, 35.0613,16.0
  3.7563,   148.0,  3.7664, 35.0610,17.0
  3.7285,   150.0,  3.7387, 35.0596,17.0
  3.7205,   152.0,  3.7308, 35.0598,19.0
  3.7035,   154.0,  3.7140, 35.0591,18.0
  3.6774,   156.0,  3.6880, 35.0570,16.0
  3.6675,   158.0,  3.6782, 35.0571,15.0
  3.6561,   160.0,  3.6669, 35.0573,16.0
  3.6404,   162.0,  3.6513, 35.0567,14.0
  3.6268,   164.0,  3.6379, 35.0569,17.0
  3.6257,   166.0,  3.6369, 35.0569,16.0
  3.6245,   168.0,  3.6358, 35.0575,14.0
  3.6212,   170.0,  3.6327, 35.0577,14.0
  3.6157,   172.0,  3.6273, 35.0575,13.0
  3.6158,   174.0,  3.6275, 35.0578,15.0
  3.6076,   176.0,  3.6195, 35.0573,15.0
  3.5946,   178.0,  3.6066, 35.0563,17.0
  3.5835,   180.0,  3.5956, 35.0562,11.0
  3.5575,   182.0,  3.5697, 35.0559,15.0
  3.5526,   184.0,  3.5650, 35.0553,17.0
  3.5504,   186.0,  3.5629, 35.0556,20.0
  3.5349,   188.0,  3.5474, 35.0551,19.0
  3.5316,   190.0,  3.5442, 35.0549,18.0
  3.5252,   192.0,  3.5380, 35.0547,20.0
  3.4952,   194.0,  3.5081, 35.0522,17.0
  3.4835,   196.0,  3.4965, 35.0522,19.0
  3.4670,   198.0,  3.4801, 35.0503,18.0
  3.4495,   200.0,  3.4627, 35.0501,20.0
  3.4400,   202.0,  3.4533, 35.0495,17.0
  3.4230,   204.0,  3.4364, 35.0489,20.0
  3.4095,   206.0,  3.4231, 35.0477,15.0
  3.3834,   208.0,  3.3971, 35.0461,17.0
  3.3497,   210.0,  3.3634, 35.0455,17.0
  3.3457,   212.0,  3.3596, 35.0458,20.0
  3.3429,   214.0,  3.3569, 35.0455,14.0
  3.3396,   216.0,  3.3537, 35.0456,15.0
  3.3316,   218.0,  3.3459, 35.0449,14.0
  3.3167,   220.0,  3.3311, 35.0444,11.0
  3.3046,   222.0,  3.3191, 35.0435,16.0
  3.2947,   224.0,  3.3093, 35.0436,15.0
  3.2897,   226.0,  3.3044, 35.0433,13.0
  3.2872,   228.0,  3.3021, 35.0434,13.0
  3.2678,   230.0,  3.2828, 35.0426,17.0
  3.2671,   232.0,  3.2822, 35.0426,12.0
  3.2655,   234.0,  3.2807, 35.0429,23.0
  3.2535,   236.0,  3.2688, 35.0415,17.0
  3.2158,   238.0,  3.2312, 35.0405,18.0
  3.2110,   240.0,  3.2265, 35.0404,18.0
  3.2079,   242.0,  3.2236, 35.0403,18.0
  3.1911,   244.0,  3.2069, 35.0399,14.0
  3.1883,   246.0,  3.2042, 35.0400,14.0
  3.1822,   248.0,  3.1982, 35.0393,17.0
  3.1619,   250.0,  3.1780, 35.0383,15.0
  3.1507,   252.0,  3.1669, 35.0384,15.0
  3.1387,   254.0,  3.1550, 35.0372,13.0
  3.1300,   256.0,  3.1465, 35.0378,13.0
  3.1274,   258.0,  3.1440, 35.0375,16.0
  3.1201,   260.0,  3.1367, 35.0368,15.0
  3.1097,   262.0,  3.1264, 35.0369,15.0
  3.1049,   264.0,  3.1217, 35.0369,13.0
  3.1025,   266.0,  3.1195, 35.0369,12.0
  3.0945,   268.0,  3.1116, 35.0363,14.0
  3.0886,   270.0,  3.1058, 35.0363,15.0
  3.0807,   272.0,  3.0980, 35.0361,12.0
  3.0695,   274.0,  3.0869, 35.0355,14.0
  3.0612,   276.0,  3.0787, 35.0352,17.0
  3.0480,   278.0,  3.0657, 35.0345,19.0
  3.0328,   280.0,  3.0506, 35.0341,17.0
  3.0181,   282.0,  3.0360, 35.0342,13.0
  3.0089,   284.0,  3.0269, 35.0332,17.0
  2.9810,   286.0,  2.9990, 35.0322,14.0
  2.9546,   288.0,  2.9727, 35.0310,19.0
  2.9346,   290.0,  2.9528, 35.0301,15.0
  2.9186,   292.0,  2.9369, 35.0291,15.0
  2.9140,   294.0,  2.9324, 35.0291,16.0
  2.9128,   296.0,  2.9314, 35.0292,15.0
  2.9109,   298.0,  2.9296, 35.0295,15.0
  2.8996,   300.0,  2.9184, 35.0290,19.0
  2.9069,   302.0,  2.9258, 35.0301,17.0
  2.9032,   304.0,  2.9223, 35.0301,16.0
  2.9090,   306.0,  2.9282, 35.0313,18.0
  2.9079,   308.0,  2.9272, 35.0320,17.0
  2.9074,   310.0,  2.9269, 35.0326,13.0
  2.8848,   312.0,  2.9043, 35.0311,14.0
  2.8827,   314.0,  2.9024, 35.0311,14.0
  2.8799,   316.0,  2.8997, 35.0309,15.0
  2.8726,   318.0,  2.8925, 35.0305,15.0
  2.8702,   320.0,  2.8902, 35.0303,15.0
  2.8680,   322.0,  2.8881, 35.0303,16.0
  2.8761,   324.0,  2.8964, 35.0319,17.0
  2.8747,   326.0,  2.8951, 35.0318,14.0
  2.8688,   328.0,  2.8893, 35.0323,12.0
  2.8589,   330.0,  2.8795, 35.0318,15.0
  2.8537,   332.0,  2.8745, 35.0315,14.0
  2.8460,   334.0,  2.8669, 35.0311,15.0
  2.8401,   336.0,  2.8611, 35.0312,12.0
  2.8265,   338.0,  2.8476, 35.0310,15.0
  2.8190,   340.0,  2.8402, 35.0309,14.0
  2.8118,   342.0,  2.8331, 35.0308,17.0
  2.8055,   344.0,  2.8269, 35.0306,17.0
  2.7906,   346.0,  2.8121, 35.0304,17.0
  2.7854,   348.0,  2.8070, 35.0305,14.0
  2.7835,   350.0,  2.8053, 35.0306,13.0
  2.7772,   352.0,  2.7991, 35.0303,17.0
  2.7728,   354.0,  2.7948, 35.0304,19.0
  2.7694,   356.0,  2.7915, 35.0300,17.0
  2.7672,   358.0,  2.7894, 35.0304,14.0
  2.7635,   360.0,  2.7859, 35.0310,13.0
  2.7588,   362.0,  2.7813, 35.0303,16.0
  2.7524,   364.0,  2.7750, 35.0302,15.0
  2.7430,   366.0,  2.7657, 35.0300,13.0
  2.7344,   368.0,  2.7572, 35.0295,16.0
  2.7234,   370.0,  2.7463, 35.0292,13.0
  2.7182,   372.0,  2.7412, 35.0292,12.0
  2.7058,   374.0,  2.7288, 35.0277,17.0
  2.7064,   376.0,  2.7295, 35.0281,16.0
  2.7033,   378.0,  2.7266, 35.0277,16.0
  2.6813,   380.0,  2.7046, 35.0263,16.0
  2.6737,   382.0,  2.6971, 35.0264,16.0
  2.6696,   384.0,  2.6932, 35.0261,18.0
  2.6605,   386.0,  2.6842, 35.0257,15.0
  2.6604,   388.0,  2.6842, 35.0255,16.0
  2.6578,   390.0,  2.6817, 35.0255,20.0
  2.6263,   392.0,  2.6502, 35.0224,16.0
  2.6056,   394.0,  2.6296, 35.0201,19.0
  2.6052,   396.0,  2.6293, 35.0208,18.0
  2.5999,   398.0,  2.6242, 35.0205,13.0
  2.5954,   400.0,  2.6198, 35.0204,15.0
  2.5617,   402.0,  2.5861, 35.0176,21.0
  2.5424,   404.0,  2.5669, 35.0156,14.0
  2.5325,   406.0,  2.5571, 35.0149,17.0
  2.4971,   408.0,  2.5217, 35.0115,16.0
  2.4657,   410.0,  2.4903, 35.0091,16.0
  2.4600,   412.0,  2.4847, 35.0093,12.0
  2.4560,   414.0,  2.4808, 35.0099,16.0
  2.4464,   416.0,  2.4713, 35.0090,12.0
  2.4302,   418.0,  2.4552, 35.0082,16.0
  2.4208,   420.0,  2.4459, 35.0075,14.0
  2.4056,   422.0,  2.4308, 35.0062,12.0
  2.3965,   424.0,  2.4218, 35.0052,17.0
  2.3593,   426.0,  2.3846, 35.0016,14.0
  2.3152,   428.0,  2.3405, 34.9977,16.0
  2.2969,   430.0,  2.3222, 34.9967,15.0
  2.2813,   432.0,  2.3066, 34.9954,16.0
  2.2477,   434.0,  2.2730, 34.9923,18.0
  2.2398,   436.0,  2.2652, 34.9927,18.0
  2.2435,   438.0,  2.2691, 34.9937,21.0
  2.2443,   440.0,  2.2700, 34.9946,16.0
  2.2540,   442.0,  2.2798, 34.9972,17.0
  2.2561,   444.0,  2.2821, 34.9980,19.0
  2.2511,   446.0,  2.2772, 34.9975,17.0
  2.2350,   448.0,  2.2611, 34.9963,16.0
  2.2192,   450.0,  2.2454, 34.9949,14.0
  2.2122,   452.0,  2.2385, 34.9947,17.0
  2.2100,   454.0,  2.2364, 34.9951,15.0
  2.2183,   456.0,  2.2449, 34.9967,15.0
  2.1976,   458.0,  2.2242, 34.9952,14.0
  2.1796,   460.0,  2.2063, 34.9941,12.0
  2.1779,   462.0,  2.2047, 34.9940,16.0
  2.1711,   464.0,  2.1980, 34.9935,15.0
  2.1620,   466.0,  2.1890, 34.9929,12.0
  2.1542,   468.0,  2.1813, 34.9922,12.0
  2.1145,   470.0,  2.1416, 34.9889,15.0
  2.1002,   472.0,  2.1274, 34.9875,17.0
  2.0736,   474.0,  2.1008, 34.9855,20.0
  2.0599,   476.0,  2.0872, 34.9847,15.0
  2.0128,   478.0,  2.0400, 34.9808,15.0
  1.9786,   480.0,  2.0058, 34.9787,18.0
  1.9743,   482.0,  2.0016, 34.9781,16.0
  1.9600,   484.0,  1.9874, 34.9769,16.0
  1.9402,   486.0,  1.9676, 34.9753,18.0
  1.9164,   488.0,  1.9439, 34.9739,21.0
  1.9048,   490.0,  1.9323, 34.9732,18.0
  1.9056,   492.0,  1.9333, 34.9735,11.0
  1.9016,   494.0,  1.9294, 34.9731,17.0
  1.8548,   496.0,  1.8824, 34.9686,16.0
  1.8129,   498.0,  1.8405, 34.9652,14.0
  1.7689,   500.0,  1.7964, 34.9622,13.0
  1.7470,   502.0,  1.7745, 34.9603,14.0
  1.7064,   504.0,  1.7339, 34.9576,16.0
  1.6676,   506.0,  1.6951, 34.9541,16.0
  1.6253,   508.0,  1.6527, 34.9511,16.0
  1.5919,   510.0,  1.6193, 34.9481,14.0
  1.5687,   512.0,  1.5961, 34.9464,13.0
  1.5476,   514.0,  1.5750, 34.9445,15.0
  1.5160,   516.0,  1.5434, 34.9425,13.0
  1.4957,   518.0,  1.5232, 34.9420,17.0
  1.4703,   520.0,  1.4978, 34.9404,14.0
  1.4576,   522.0,  1.4850, 34.9397,13.0
  1.4228,   524.0,  1.4502, 34.9376,16.0
  1.3845,   526.0,  1.4119, 34.9354,13.0
  1.3607,   528.0,  1.3881, 34.9349,17.0
  1.3476,   530.0,  1.3751, 34.9343,14.0
  1.2682,   532.0,  1.2954, 34.9306,18.0
  1.2268,   534.0,  1.2540, 34.9285,18.0
  1.2169,   536.0,  1.2441, 34.9283,18.0
  1.2087,   538.0,  1.2360, 34.9280,23.0
  1.1957,   540.0,  1.2231, 34.9278,19.0
  1.1875,   542.0,  1.2150, 34.9278,14.0
  1.1646,   544.0,  1.1921, 34.9265,19.0
  1.1022,   546.0,  1.1295, 34.9243,20.0
  1.0966,   548.0,  1.1240, 34.9239,16.0
  1.0864,   550.0,  1.1139, 34.9237,19.0
  1.0864,   552.0,  1.1140, 34.9237,17.0
  1.0774,   554.0,  1.1050, 34.9236,15.0
  1.0651,   556.0,  1.0928, 34.9227,14.0
  1.0414,   558.0,  1.0690, 34.9215,15.0
  1.0021,   560.0,  1.0296, 34.9189,11.0
  0.9921,   562.0,  1.0197, 34.9187,14.0
  0.9748,   564.0,  1.0024, 34.9173,17.0
  0.9695,   566.0,  0.9972, 34.9174,15.0
  0.9582,   568.0,  0.9860, 34.9165,17.0
  0.9434,   570.0,  0.9712, 34.9155,14.0
  0.9332,   572.0,  0.9611, 34.9147,14.0
  0.9247,   574.0,  0.9526, 34.9143,17.0
  0.9152,   576.0,  0.9432, 34.9135,16.0
  0.8837,   578.0,  0.9117, 34.9112,15.0
  0.8260,   580.0,  0.8538, 34.9086,17.0
  0.8061,   582.0,  0.8339, 34.9083,13.0
  0.8003,   584.0,  0.8282, 34.9084,16.0
  0.7937,   586.0,  0.8217, 34.9078,15.0
  0.7495,   588.0,  0.7774, 34.9052,16.0
  0.7196,   590.0,  0.7475, 34.9027,15.0
  0.6340,   592.0,  0.6616, 34.8974,16.0
  0.5736,   594.0,  0.6009, 34.8950,17.0
  0.5495,   596.0,  0.5768, 34.8939,15.0
  0.5010,   598.0,  0.5281, 34.8902,14.0
  0.4735,   600.0,  0.5006, 34.8886,20.0
  0.4655,   602.0,  0.4927, 34.8887,17.0
  0.4488,   604.0,  0.4760, 34.8878,13.0
  0.4276,   606.0,  0.4548, 34.8866,10.0
  0.3890,   608.0,  0.4161, 34.8839,13.0
  0.3587,   610.0,  0.3857, 34.8822,17.0
  0.3161,   612.0,  0.3430, 34.8791,16.0
  0.3158,   614.0,  0.3428, 34.8800,15.0
  0.3115,   616.0,  0.3386, 34.8796,12.0
  0.3059,   618.0,  0.3331, 34.8794,16.0
  0.2942,   620.0,  0.3214, 34.8783,17.0
  0.2890,   622.0,  0.3163, 34.8780,17.0
  0.2698,   624.0,  0.2971, 34.8775,17.0
