CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/226-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226724
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/226-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226724
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 226
CASTNO = 1
DATE = 19990917
TIME = 0643
LATITUDE = 78.8885
LONGITUDE = 1.6572
DEPTH = 2514.9
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  0.0622,     4.0,  0.0623, 32.8380,18.0
  0.0621,     6.0,  0.0623, 32.8380,17.0
  0.0621,     8.0,  0.0623, 32.8381,16.0
  0.5775,    10.0,  0.5778, 33.2982,14.0
  2.3141,    12.0,  2.3148, 33.9467,13.0
  2.3298,    14.0,  2.3306, 34.0051,14.0
  2.9736,    16.0,  2.9745, 34.2388,15.0
  3.4481,    18.0,  3.4492, 34.4020,14.0
  3.1778,    20.0,  3.1791, 34.3975,15.0
  3.0132,    22.0,  3.0145, 34.3993,14.0
  3.0012,    24.0,  3.0026, 34.4162,15.0
  3.2793,    26.0,  3.2809, 34.4671,12.0
  3.0683,    28.0,  3.0700, 34.4574,14.0
  2.1343,    30.0,  2.1359, 34.4324,15.0
  3.4265,    32.0,  3.4285, 34.6611,15.0
  3.5229,    34.0,  3.5251, 34.6755,16.0
  3.4533,    36.0,  3.4556, 34.6711,11.0
  2.7903,    38.0,  2.7926, 34.5969,20.0
  2.6725,    40.0,  2.6748, 34.5850,18.0
  2.4721,    42.0,  2.4745, 34.5647,16.0
  2.2607,    44.0,  2.2630, 34.5437,18.0
  0.9212,    46.0,  0.9232, 34.4470,21.0
  1.3705,    48.0,  1.3727, 34.5065,18.0
  2.3112,    50.0,  2.3140, 34.6349,18.0
  2.5266,    52.0,  2.5295, 34.6720,18.0
  2.7922,    54.0,  2.7954, 34.7220,21.0
  3.0561,    56.0,  3.0595, 34.7617,20.0
  2.5897,    58.0,  2.5930, 34.7293,18.0
  2.7684,    60.0,  2.7720, 34.7704,16.0
  2.6469,    62.0,  2.6505, 34.7702,18.0
  2.6243,    64.0,  2.6280, 34.7693,14.0
  2.4200,    66.0,  2.4237, 34.7536,19.0
  2.6222,    68.0,  2.6261, 34.7834,17.0
  2.5965,    70.0,  2.6005, 34.7985,15.0
  2.9390,    72.0,  2.9434, 34.8397,13.0
