CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/221-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226719
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/221-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226719
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 221
CASTNO = 1
DATE = 19990916
TIME = 0119
LATITUDE = 78.8337
LONGITUDE = 4.0558
DEPTH = 2316.9
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  4.4373,     4.0,  4.4376, 34.5859,10.0
  4.4371,     6.0,  4.4376, 34.5859,17.0
  4.4370,     8.0,  4.4376, 34.5859,17.0
  4.4368,    10.0,  4.4376, 34.5859,16.0
  4.4367,    12.0,  4.4376, 34.5859,15.0
  4.4366,    14.0,  4.4376, 34.5860,17.0
  4.4629,    16.0,  4.4641, 34.6730,15.0
  4.3423,    18.0,  4.3435, 34.6730,14.0
  4.3415,    20.0,  4.3429, 34.6751,13.0
  4.4274,    22.0,  4.4290, 34.6876,17.0
  4.4261,    24.0,  4.4279, 34.6881,13.0
  4.4288,    26.0,  4.4307, 34.6890,14.0
  4.3625,    28.0,  4.3645, 34.6799,15.0
  4.3561,    30.0,  4.3582, 34.6790,13.0
  4.3357,    32.0,  4.3379, 34.6771,16.0
  4.4088,    34.0,  4.4113, 34.7085,14.0
  4.4246,    36.0,  4.4272, 34.7143,15.0
  4.4159,    38.0,  4.4187, 34.7142,17.0
  4.6554,    40.0,  4.6583, 34.8002,18.0
  4.8858,    42.0,  4.8890, 34.8680,15.0
  4.9379,    44.0,  4.9413, 34.8925,16.0
  4.3117,    46.0,  4.3150, 34.8436,16.0
  4.3968,    48.0,  4.4003, 34.8850,17.0
  4.3761,    50.0,  4.3798, 34.8880,19.0
  4.3741,    52.0,  4.3778, 34.9028,17.0
  3.9171,    54.0,  3.9208, 34.8592,18.0
  3.5930,    56.0,  3.5967, 34.8568,20.0
  4.4288,    58.0,  4.4331, 35.0027,15.0
  4.2159,    60.0,  4.2202, 35.0025,13.0
  4.3712,    62.0,  4.3755, 35.0389,15.0
  4.2643,    64.0,  4.2689, 35.0396,20.0
  4.2816,    66.0,  4.2863, 35.0441,17.0
  4.2835,    68.0,  4.2884, 35.0499,14.0
  4.2658,    70.0,  4.2708, 35.0511,16.0
  4.2386,    72.0,  4.2437, 35.0522,14.0
  4.1948,    74.0,  4.2001, 35.0548,14.0
  4.1878,    76.0,  4.1932, 35.0562,14.0
  4.1531,    78.0,  4.1586, 35.0566,13.0
  4.0908,    80.0,  4.0964, 35.0558,15.0
  4.0594,    82.0,  4.0652, 35.0565,13.0
  4.0401,    84.0,  4.0460, 35.0568,15.0
  4.0217,    86.0,  4.0277, 35.0560,13.0
  3.9679,    88.0,  3.9741, 35.0527,15.0
  3.9376,    90.0,  3.9438, 35.0504,15.0
  3.8353,    92.0,  3.8416, 35.0425,12.0
  3.8424,    94.0,  3.8488, 35.0461,14.0
  3.8465,    96.0,  3.8531, 35.0482,14.0
  3.8559,    98.0,  3.8626, 35.0506,16.0
  3.8400,   100.0,  3.8468, 35.0500,16.0
  3.8173,   102.0,  3.8243, 35.0492,16.0
  3.7949,   104.0,  3.8020, 35.0497,19.0
  3.7643,   106.0,  3.7715, 35.0466,21.0
  3.6367,   108.0,  3.6440, 35.0330,15.0
  3.6185,   110.0,  3.6259, 35.0323,15.0
  3.6186,   112.0,  3.6261, 35.0335,17.0
  3.6146,   114.0,  3.6222, 35.0336,14.0
  3.6182,   116.0,  3.6260, 35.0348,14.0
  3.6726,   118.0,  3.6806, 35.0447,15.0
  3.6775,   120.0,  3.6856, 35.0457,17.0
  3.6491,   122.0,  3.6573, 35.0435,15.0
  3.6325,   124.0,  3.6408, 35.0429,11.0
  3.5942,   126.0,  3.6026, 35.0396,14.0
  3.5443,   128.0,  3.5528, 35.0339,14.0
  3.4288,   130.0,  3.4373, 35.0224,12.0
  3.3489,   132.0,  3.3574, 35.0155,15.0
  3.3278,   134.0,  3.3365, 35.0150,16.0
  3.3182,   136.0,  3.3270, 35.0151,14.0
  3.3143,   138.0,  3.3232, 35.0154,19.0
  3.3130,   140.0,  3.3220, 35.0165,17.0
  3.3141,   142.0,  3.3233, 35.0174,16.0
  3.3156,   144.0,  3.3249, 35.0216,19.0
  3.2946,   146.0,  3.3040, 35.0200,20.0
  3.2768,   148.0,  3.2863, 35.0197,21.0
  3.2907,   150.0,  3.3004, 35.0232,18.0
  3.2884,   152.0,  3.2982, 35.0241,19.0
  3.2671,   154.0,  3.2770, 35.0234,20.0
  3.2527,   156.0,  3.2627, 35.0218,18.0
  3.2462,   158.0,  3.2564, 35.0226,17.0
  3.2489,   160.0,  3.2592, 35.0236,15.0
  3.2136,   162.0,  3.2240, 35.0207,18.0
  3.1673,   164.0,  3.1778, 35.0165,17.0
  3.1168,   166.0,  3.1272, 35.0117,16.0
  3.0861,   168.0,  3.0966, 35.0102,13.0
  3.0477,   170.0,  3.0583, 35.0085,14.0
  3.0291,   172.0,  3.0398, 35.0069,15.0
  3.0022,   174.0,  3.0130, 35.0054,13.0
  2.9905,   176.0,  3.0014, 35.0053,12.0
  2.9433,   178.0,  2.9543, 35.0025,16.0
  2.9382,   180.0,  2.9493, 35.0033,12.0
  2.9214,   182.0,  2.9326, 35.0022,13.0
  2.9131,   184.0,  2.9244, 35.0019,16.0
  2.8907,   186.0,  2.9021, 34.9998,15.0
  2.8730,   188.0,  2.8845, 34.9987,11.0
  2.8265,   190.0,  2.8381, 34.9940,20.0
  2.7911,   192.0,  2.8028, 34.9953,23.0
  2.8407,   194.0,  2.8526, 35.0025,14.0
  2.7866,   196.0,  2.7985, 34.9964,19.0
  2.7336,   198.0,  2.7456, 34.9911,18.0
  2.7079,   200.0,  2.7199, 34.9909,16.0
  2.7204,   202.0,  2.7326, 34.9924,15.0
  2.7169,   204.0,  2.7292, 34.9922,16.0
  2.6104,   206.0,  2.6226, 34.9807,19.0
  2.5638,   208.0,  2.5761, 34.9768,17.0
  2.5552,   210.0,  2.5676, 34.9770,19.0
  2.5579,   212.0,  2.5704, 34.9795,14.0
  2.5502,   214.0,  2.5628, 34.9792,14.0
  2.5513,   216.0,  2.5640, 34.9814,16.0
  2.5336,   218.0,  2.5464, 34.9798,15.0
  2.4923,   220.0,  2.5052, 34.9766,14.0
  2.4977,   222.0,  2.5107, 34.9779,14.0
  2.4975,   224.0,  2.5106, 34.9784,11.0
  2.5010,   226.0,  2.5143, 34.9796,16.0
  2.4673,   228.0,  2.4806, 34.9760,17.0
  2.4387,   230.0,  2.4521, 34.9742,13.0
  2.4264,   232.0,  2.4399, 34.9743,16.0
  2.4224,   234.0,  2.4360, 34.9746,17.0
  2.4203,   236.0,  2.4340, 34.9750,15.0
  2.4268,   238.0,  2.4407, 34.9765,15.0
  2.4006,   240.0,  2.4145, 34.9745,18.0
  2.3784,   242.0,  2.3924, 34.9728,17.0
  2.3726,   244.0,  2.3867, 34.9735,20.0
  2.3776,   246.0,  2.3919, 34.9767,15.0
  2.3737,   248.0,  2.3881, 34.9776,18.0
  2.3714,   250.0,  2.3859, 34.9781,16.0
  2.3726,   252.0,  2.3872, 34.9791,18.0
  2.3775,   254.0,  2.3922, 34.9813,17.0
  2.3439,   256.0,  2.3587, 34.9790,16.0
  2.3258,   258.0,  2.3407, 34.9773,13.0
  2.3242,   260.0,  2.3392, 34.9781,13.0
  2.3178,   262.0,  2.3329, 34.9792,17.0
  2.3180,   264.0,  2.3332, 34.9808,16.0
  2.3136,   266.0,  2.3289, 34.9810,14.0
  2.3269,   268.0,  2.3424, 34.9845,15.0
  2.3511,   270.0,  2.3667, 34.9897,12.0
  2.3721,   272.0,  2.3879, 34.9927,11.0
  2.4026,   274.0,  2.4186, 34.9979,15.0
  2.4238,   276.0,  2.4400, 35.0010,15.0
  2.4976,   278.0,  2.5140, 35.0126,15.0
  2.4915,   280.0,  2.5080, 35.0123,18.0
  2.4434,   282.0,  2.4600, 35.0075,15.0
  2.4314,   284.0,  2.4481, 35.0062,17.0
  2.4211,   286.0,  2.4379, 35.0053,16.0
  2.4102,   288.0,  2.4271, 35.0038,18.0
  2.3914,   290.0,  2.4083, 35.0026,18.0
  2.3872,   292.0,  2.4043, 35.0025,15.0
  2.3241,   294.0,  2.3411, 34.9960,17.0
  2.2634,   296.0,  2.2803, 34.9903,21.0
  2.2518,   298.0,  2.2688, 34.9898,18.0
  2.2428,   300.0,  2.2599, 34.9889,14.0
  2.2272,   302.0,  2.2444, 34.9879,20.0
  2.2266,   304.0,  2.2439, 34.9877,14.0
  2.2231,   306.0,  2.2405, 34.9881,16.0
  2.2177,   308.0,  2.2352, 34.9876,16.0
  2.1845,   310.0,  2.2021, 34.9848,12.0
  2.1662,   312.0,  2.1839, 34.9856,14.0
  2.1624,   314.0,  2.1802, 34.9854,17.0
  2.1504,   316.0,  2.1683, 34.9846,15.0
  2.1479,   318.0,  2.1659, 34.9845,13.0
  2.1442,   320.0,  2.1623, 34.9848,16.0
  2.1210,   322.0,  2.1392, 34.9831,14.0
  2.1158,   324.0,  2.1341, 34.9833,12.0
  2.1144,   326.0,  2.1328, 34.9832,16.0
  2.1139,   328.0,  2.1324, 34.9833,14.0
  2.1141,   330.0,  2.1327, 34.9832,17.0
  2.1104,   332.0,  2.1291, 34.9830,18.0
  2.1091,   334.0,  2.1279, 34.9831,12.0
  2.1127,   336.0,  2.1317, 34.9838,17.0
  2.1159,   338.0,  2.1350, 34.9846,14.0
  2.1157,   340.0,  2.1349, 34.9847,14.0
  2.1145,   342.0,  2.1338, 34.9847,17.0
  2.1115,   344.0,  2.1309, 34.9843,16.0
  2.1059,   346.0,  2.1254, 34.9839,15.0
  2.0956,   348.0,  2.1152, 34.9828,20.0
  2.0892,   350.0,  2.1089, 34.9830,14.0
  2.0861,   352.0,  2.1059, 34.9830,17.0
  2.0782,   354.0,  2.0981, 34.9822,15.0
  2.0638,   356.0,  2.0838, 34.9811,17.0
  2.0398,   358.0,  2.0599, 34.9798,18.0
  2.0366,   360.0,  2.0568, 34.9796,15.0
  2.0255,   362.0,  2.0458, 34.9784,16.0
  2.0074,   364.0,  2.0277, 34.9773,14.0
  1.9839,   366.0,  2.0043, 34.9754,13.0
  1.9437,   368.0,  1.9641, 34.9731,15.0
  1.9322,   370.0,  1.9527, 34.9727,11.0
  1.9304,   372.0,  1.9510, 34.9727,13.0
  1.8946,   374.0,  1.9152, 34.9696,17.0
  1.8904,   376.0,  1.9111, 34.9696,16.0
  1.8713,   378.0,  1.8920, 34.9682,14.0
  1.8487,   380.0,  1.8694, 34.9659,14.0
  1.8395,   382.0,  1.8603, 34.9654,12.0
  1.8287,   384.0,  1.8496, 34.9645,20.0
  1.8123,   386.0,  1.8333, 34.9637,19.0
  1.7998,   388.0,  1.8208, 34.9625,18.0
  1.7578,   390.0,  1.7788, 34.9610,18.0
  1.7551,   392.0,  1.7762, 34.9608,15.0
  1.7525,   394.0,  1.7737, 34.9606,16.0
  1.7441,   396.0,  1.7654, 34.9601,19.0
  1.7331,   398.0,  1.7545, 34.9597,16.0
  1.7116,   400.0,  1.7331, 34.9581,21.0
  1.6778,   402.0,  1.6993, 34.9554,19.0
  1.6673,   404.0,  1.6889, 34.9552,17.0
  1.6653,   406.0,  1.6870, 34.9551,16.0
  1.6622,   408.0,  1.6840, 34.9554,16.0
  1.6607,   410.0,  1.6826, 34.9552,16.0
  1.6548,   412.0,  1.6768, 34.9550,16.0
  1.6391,   414.0,  1.6611, 34.9538,14.0
  1.6359,   416.0,  1.6580, 34.9538,13.0
  1.6261,   418.0,  1.6483, 34.9530,13.0
  1.5989,   420.0,  1.6212, 34.9506,14.0
  1.5860,   422.0,  1.6083, 34.9508,17.0
  1.5855,   424.0,  1.6079, 34.9508,11.0
  1.5852,   426.0,  1.6077, 34.9507,13.0
  1.5816,   428.0,  1.6042, 34.9509,16.0
  1.5520,   430.0,  1.5747, 34.9485,10.0
  1.5230,   432.0,  1.5457, 34.9473,15.0
  1.4677,   434.0,  1.4903, 34.9442,17.0
  1.4476,   436.0,  1.4701, 34.9430,19.0
  1.4361,   438.0,  1.4586, 34.9433,17.0
  1.4304,   440.0,  1.4531, 34.9434,18.0
  1.4229,   442.0,  1.4457, 34.9428,19.0
  1.4144,   444.0,  1.4373, 34.9426,14.0
  1.4083,   446.0,  1.4313, 34.9423,17.0
  1.3967,   448.0,  1.4197, 34.9424,17.0
  1.3936,   450.0,  1.4167, 34.9423,16.0
  1.3853,   452.0,  1.4085, 34.9416,17.0
  1.3673,   454.0,  1.3906, 34.9399,18.0
  1.3601,   456.0,  1.3835, 34.9397,15.0
  1.3503,   458.0,  1.3737, 34.9391,18.0
  1.3558,   460.0,  1.3794, 34.9403,14.0
  1.3620,   462.0,  1.3857, 34.9415,12.0
  1.3558,   464.0,  1.3796, 34.9418,13.0
  1.3395,   466.0,  1.3633, 34.9418,13.0
  1.3274,   468.0,  1.3513, 34.9412,14.0
  1.3193,   470.0,  1.3433, 34.9418,12.0
  1.3212,   472.0,  1.3453, 34.9421,18.0
  1.3194,   474.0,  1.3436, 34.9420,13.0
  1.3135,   476.0,  1.3378, 34.9414,21.0
  1.2931,   478.0,  1.3174, 34.9397,16.0
  1.2864,   480.0,  1.3108, 34.9395,16.0
  1.2867,   482.0,  1.3112, 34.9411,15.0
  1.2771,   484.0,  1.3017, 34.9411,18.0
  1.2698,   486.0,  1.2945, 34.9406,16.0
  1.2265,   488.0,  1.2511, 34.9371,20.0
  1.1733,   490.0,  1.1978, 34.9340,18.0
  1.1661,   492.0,  1.1907, 34.9338,15.0
  1.1602,   494.0,  1.1849, 34.9341,17.0
  1.1607,   496.0,  1.1855, 34.9349,18.0
  1.1602,   498.0,  1.1851, 34.9356,16.0
  1.1543,   500.0,  1.1793, 34.9357,14.0
  1.1444,   502.0,  1.1695, 34.9362,14.0
  1.1367,   504.0,  1.1619, 34.9356,16.0
  1.1293,   506.0,  1.1545, 34.9355,14.0
