CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/207-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226711
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/207-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226711
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 207
CASTNO = 1
DATE = 19990914
TIME = 0300
LATITUDE = 78.8558
LONGITUDE = 8.3442
DEPTH = 746.0
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  4.7937,     4.0,  4.7940, 34.1738,19.0
  4.7935,     6.0,  4.7940, 34.1738,22.0
  4.8590,     8.0,  4.8596, 34.1880,16.0
  4.9343,    10.0,  4.9351, 34.3745,17.0
  4.9395,    12.0,  4.9404, 34.3980,15.0
  5.0657,    14.0,  5.0668, 34.5700,17.0
  5.0838,    16.0,  5.0850, 34.6068,16.0
  5.0264,    18.0,  5.0278, 34.6208,15.0
  4.9468,    20.0,  4.9483, 34.6226,13.0
  4.9944,    22.0,  4.9961, 34.6663,17.0
  5.3464,    24.0,  5.3483, 34.7620,14.0
  6.1460,    26.0,  6.1483, 34.9086,16.0
  6.3637,    28.0,  6.3661, 34.9466,13.0
  6.3696,    30.0,  6.3722, 34.9716,15.0
  6.3007,    32.0,  6.3035, 34.9973,18.0
  6.3016,    34.0,  6.3046, 35.0128,17.0
  6.2898,    36.0,  6.2929, 35.0142,19.0
  6.2829,    38.0,  6.2862, 35.0144,20.0
  6.2752,    40.0,  6.2787, 35.0154,15.0
  6.2746,    42.0,  6.2783, 35.0190,23.0
  6.2752,    44.0,  6.2790, 35.0209,21.0
  6.2754,    46.0,  6.2794, 35.0211,15.0
  6.2738,    48.0,  6.2780, 35.0242,18.0
  6.2642,    50.0,  6.2686, 35.0311,18.0
  5.9776,    52.0,  5.9820, 35.0071,21.0
  5.7406,    54.0,  5.7451, 34.9860,17.0
  5.6687,    56.0,  5.6734, 34.9823,19.0
  5.5680,    58.0,  5.5727, 34.9881,17.0
  5.5939,    60.0,  5.5988, 34.9955,17.0
  5.6620,    62.0,  5.6672, 35.0211,15.0
  5.6541,    64.0,  5.6594, 35.0211,17.0
  5.6620,    66.0,  5.6675, 35.0371,20.0
  5.6560,    68.0,  5.6617, 35.0411,18.0
  5.5779,    70.0,  5.5836, 35.0386,12.0
  5.5443,    72.0,  5.5502, 35.0432,14.0
  5.5235,    74.0,  5.5295, 35.0441,13.0
  5.5177,    76.0,  5.5239, 35.0482,15.0
  5.5078,    78.0,  5.5141, 35.0508,13.0
  5.5004,    80.0,  5.5069, 35.0511,15.0
  5.4879,    82.0,  5.4946, 35.0525,12.0
  5.4796,    84.0,  5.4864, 35.0548,9.0
  5.4443,    86.0,  5.4513, 35.0579,13.0
  5.3147,    88.0,  5.3218, 35.0442,17.0
  5.2647,    90.0,  5.2719, 35.0404,16.0
