CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/197-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226703
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/197-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226703
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 197
CASTNO = 2
DATE = 19990912
TIME = 1558
LATITUDE = 76.2227
LONGITUDE = 15.5252
DEPTH = 316.9
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.0126,     6.0,  6.0131, 34.8133,17.0
  6.0423,     8.0,  6.0430, 34.8132,17.0
  6.0139,    10.0,  6.0147, 34.8114,15.0
  6.0020,    12.0,  6.0030, 34.8111,18.0
  5.9791,    14.0,  5.9802, 34.8225,14.0
  5.9679,    16.0,  5.9692, 34.8278,17.0
  5.9650,    18.0,  5.9665, 34.8289,16.0
  5.9650,    20.0,  5.9667, 34.8290,21.0
  5.9644,    22.0,  5.9662, 34.8292,20.0
  5.9632,    24.0,  5.9652, 34.8293,17.0
  5.9659,    26.0,  5.9681, 34.8316,11.0
  5.9667,    28.0,  5.9690, 34.8323,10.0
  5.9654,    30.0,  5.9679, 34.8323,12.0
  5.9652,    32.0,  5.9679, 34.8322,16.0
  5.9551,    34.0,  5.9579, 34.8327,16.0
  5.9438,    36.0,  5.9468, 34.8441,14.0
  5.9457,    38.0,  5.9489, 34.8486,16.0
  5.9463,    40.0,  5.9496, 34.8557,13.0
  5.9461,    42.0,  5.9496, 34.8609,19.0
  5.9570,    44.0,  5.9607, 34.8766,15.0
  5.9238,    46.0,  5.9277, 34.8914,14.0
  5.8345,    48.0,  5.8385, 34.8896,14.0
  5.7251,    50.0,  5.7293, 34.9052,18.0
  5.6679,    52.0,  5.6722, 34.9325,20.0
  5.7623,    54.0,  5.7668, 34.9727,19.0
  5.7714,    56.0,  5.7761, 35.0125,15.0
  5.4799,    58.0,  5.4846, 34.9835,15.0
  5.3809,    60.0,  5.3857, 34.9739,16.0
  5.2467,    62.0,  5.2517, 34.9703,19.0
  5.6133,    64.0,  5.6185, 35.0462,14.0
  5.3634,    66.0,  5.3687, 35.0201,14.0
  5.0105,    68.0,  5.0158, 34.9846,17.0
  5.6695,    70.0,  5.6753, 35.0993,19.0
  5.6679,    72.0,  5.6739, 35.1074,17.0
  5.6684,    74.0,  5.6746, 35.1082,14.0
