CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/200-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226706
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/200-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226706
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 200
CASTNO = 1
DATE = 19990912
TIME = 2017
LATITUDE = 76.2658
LONGITUDE = 15.7622
DEPTH = 241.7
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.1569,     8.0,  6.1576, 34.8825,19.0
  6.1657,    10.0,  6.1666, 34.8854,20.0
  6.1803,    12.0,  6.1813, 34.8941,12.0
  6.1898,    14.0,  6.1910, 34.8990,11.0
  6.2054,    16.0,  6.2068, 34.9058,14.0
  6.2193,    18.0,  6.2209, 34.9121,22.0
  6.2332,    20.0,  6.2349, 34.9203,17.0
  6.2362,    22.0,  6.2381, 34.9241,15.0
  6.2361,    24.0,  6.2382, 34.9257,15.0
  6.2369,    26.0,  6.2392, 34.9291,13.0
  6.2373,    28.0,  6.2397, 34.9308,16.0
  6.2372,    30.0,  6.2398, 34.9319,15.0
  6.2372,    32.0,  6.2400, 34.9368,18.0
  6.2363,    34.0,  6.2392, 34.9373,17.0
  6.2319,    36.0,  6.2350, 34.9388,12.0
  6.2225,    38.0,  6.2258, 34.9385,11.0
  6.2078,    40.0,  6.2113, 34.9389,16.0
  6.1441,    42.0,  6.1477, 34.9371,21.0
  6.0085,    44.0,  6.0122, 34.9344,18.0
  5.9915,    46.0,  5.9954, 34.9513,16.0
  5.9899,    48.0,  5.9939, 34.9825,13.0
  5.9148,    50.0,  5.9190, 35.0166,16.0
  5.8625,    52.0,  5.8669, 35.0451,13.0
  5.8509,    54.0,  5.8554, 35.0537,20.0
  5.7138,    56.0,  5.7185, 35.0578,22.0
  5.4245,    58.0,  5.4292, 35.0290,15.0
  5.2450,    60.0,  5.2498, 35.0211,16.0
  5.1492,    62.0,  5.1540, 35.0143,15.0
  5.1343,    64.0,  5.1393, 35.0318,20.0
  5.1585,    66.0,  5.1637, 35.0403,18.0
  5.1911,    68.0,  5.1964, 35.0499,17.0
  5.2009,    70.0,  5.2064, 35.0523,15.0
  5.2025,    72.0,  5.2081, 35.0592,13.0
  5.0920,    74.0,  5.0978, 35.0506,17.0
  5.0215,    76.0,  5.0274, 35.0439,13.0
  4.8911,    78.0,  4.8971, 35.0285,13.0
  4.8084,    80.0,  4.8145, 35.0214,16.0
  4.6886,    82.0,  4.6947, 35.0117,14.0
  4.6243,    84.0,  4.6306, 35.0190,13.0
  4.6453,    86.0,  4.6517, 35.0407,11.0
  4.7786,    88.0,  4.7852, 35.0653,12.0
  4.7700,    90.0,  4.7768, 35.0691,18.0
  4.7231,    92.0,  4.7300, 35.0684,13.0
  4.6906,    94.0,  4.6976, 35.0657,12.0
  4.6678,    96.0,  4.6750, 35.0628,14.0
  4.5392,    98.0,  4.5465, 35.0520,15.0
  4.3093,   100.0,  4.3165, 35.0266,16.0
  4.2578,   102.0,  4.2651, 35.0200,17.0
  4.1956,   104.0,  4.2030, 35.0151,18.0
  4.1738,   106.0,  4.1813, 35.0135,23.0
  4.1537,   108.0,  4.1614, 35.0119,18.0
  3.8686,   110.0,  3.8761, 34.9797,15.0
  3.7951,   112.0,  3.8027, 34.9794,17.0
  3.1727,   114.0,  3.1799, 34.9050,16.0
  2.9016,   116.0,  2.9087, 34.8753,13.0
  2.7548,   118.0,  2.7619, 34.8633,14.0
  2.2534,   120.0,  2.2600, 34.8181,18.0
  2.1086,   122.0,  2.1152, 34.8115,14.0
  1.8682,   124.0,  1.8746, 34.7932,16.0
  1.9441,   126.0,  1.9508, 34.8138,13.0
  2.1144,   128.0,  2.1214, 34.8440,14.0
  2.1533,   130.0,  2.1604, 34.8534,17.0
  2.2264,   132.0,  2.2337, 34.8705,14.0
  2.1952,   134.0,  2.2026, 34.8695,12.0
  2.0129,   136.0,  2.0202, 34.8578,13.0
  1.9418,   138.0,  1.9492, 34.8622,15.0
  1.9294,   140.0,  1.9369, 34.8652,20.0
  1.9246,   142.0,  1.9322, 34.8690,21.0
  1.9909,   144.0,  1.9986, 34.8860,19.0
  1.9730,   146.0,  1.9808, 34.8870,19.0
  1.9829,   148.0,  1.9909, 34.8908,16.0
  1.9174,   150.0,  1.9254, 34.8863,15.0
  1.9048,   152.0,  1.9129, 34.8854,15.0
  1.8805,   154.0,  1.8887, 34.8833,15.0
  1.8717,   156.0,  1.8799, 34.8824,22.0
  1.8631,   158.0,  1.8714, 34.8817,14.0
  1.8119,   160.0,  1.8202, 34.8769,15.0
  1.7750,   162.0,  1.7834, 34.8751,12.0
  1.7574,   164.0,  1.7659, 34.8735,15.0
  1.7276,   166.0,  1.7361, 34.8719,16.0
  1.6349,   168.0,  1.6434, 34.8676,15.0
  1.6405,   170.0,  1.6492, 34.8708,13.0
  1.6402,   172.0,  1.6490, 34.8725,16.0
  1.6376,   174.0,  1.6465, 34.8750,17.0
  1.6236,   176.0,  1.6326, 34.8747,12.0
  1.4345,   178.0,  1.4432, 34.8669,14.0
  1.4115,   180.0,  1.4203, 34.8675,16.0
  1.4003,   182.0,  1.4092, 34.8671,16.0
  1.3804,   184.0,  1.3894, 34.8662,20.0
  1.3814,   186.0,  1.3905, 34.8676,14.0
  1.3744,   188.0,  1.3836, 34.8669,13.0
  1.3150,   190.0,  1.3242, 34.8630,14.0
  1.3091,   192.0,  1.3184, 34.8634,17.0
  1.2619,   194.0,  1.2712, 34.8605,15.0
  1.2592,   196.0,  1.2686, 34.8616,15.0
  1.2494,   198.0,  1.2589, 34.8613,19.0
  1.2051,   200.0,  1.2146, 34.8584,22.0
  1.1671,   202.0,  1.1767, 34.8565,20.0
  1.1626,   204.0,  1.1723, 34.8566,15.0
  1.1584,   206.0,  1.1681, 34.8562,15.0
  1.1582,   208.0,  1.1680, 34.8563,12.0
  1.1559,   210.0,  1.1658, 34.8565,12.0
  1.1558,   212.0,  1.1658, 34.8568,15.0
  1.1541,   214.0,  1.1642, 34.8568,18.0
  1.1529,   216.0,  1.1631, 34.8566,18.0
  1.1526,   218.0,  1.1629, 34.8565,11.0
  1.1508,   220.0,  1.1612, 34.8567,14.0
  1.1502,   222.0,  1.1607, 34.8564,15.0
  1.1493,   224.0,  1.1599, 34.8567,19.0
  1.1470,   226.0,  1.1577, 34.8568,15.0
  1.1471,   228.0,  1.1579, 34.8569,15.0
  1.1471,   230.0,  1.1580, 34.8569,19.0
  1.1464,   232.0,  1.1574, 34.8565,19.0
  1.1455,   234.0,  1.1566, 34.8557,23.0
  1.1458,   236.0,  1.1570, 34.8559,25.0
  1.1470,   238.0,  1.1583, 34.8557,26.0
  1.1489,   240.0,  1.1603, 34.8555,16.0
  1.1478,   242.0,  1.1593, 34.8553,24.0
  1.1430,   244.0,  1.1546, 34.8542,7.0
END_DATA
