CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/222-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226720
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/222-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226720
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 222
CASTNO = 1
DATE = 19990916
TIME = 0425
LATITUDE = 78.8328
LONGITUDE = 5.0352
DEPTH = 2644.2
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  5.8677,     6.0,  5.8682, 34.9480,18.0
  5.8675,     8.0,  5.8682, 34.9479,17.0
  5.8674,    10.0,  5.8682, 34.9479,14.0
  5.8672,    12.0,  5.8682, 34.9485,16.0
  5.8670,    14.0,  5.8682, 34.9484,19.0
  5.8669,    16.0,  5.8682, 34.9484,19.0
  5.8667,    18.0,  5.8682, 34.9484,14.0
  5.8691,    20.0,  5.8708, 34.9487,17.0
  5.8693,    22.0,  5.8711, 34.9487,14.0
  5.8681,    24.0,  5.8701, 34.9490,15.0
  5.8654,    26.0,  5.8676, 34.9496,16.0
  5.8771,    28.0,  5.8794, 34.9530,13.0
  5.8953,    30.0,  5.8978, 34.9620,12.0
  5.9074,    32.0,  5.9101, 34.9690,13.0
  5.9525,    34.0,  5.9553, 34.9986,16.0
  5.9359,    36.0,  5.9389, 35.0002,13.0
  5.8270,    38.0,  5.8302, 35.0078,17.0
  5.7676,    40.0,  5.7709, 35.0102,16.0
  5.6569,    42.0,  5.6604, 35.0138,15.0
  5.4222,    44.0,  5.4257, 35.0305,14.0
  5.3605,    46.0,  5.3642, 35.0341,15.0
  5.3148,    48.0,  5.3187, 35.0378,16.0
  5.1975,    50.0,  5.2014, 35.0401,19.0
  4.9006,    52.0,  4.9046, 35.0491,16.0
  4.8041,    54.0,  4.8082, 35.0542,17.0
  4.7619,    56.0,  4.7661, 35.0570,20.0
  4.6759,    58.0,  4.6802, 35.0572,17.0
  4.5310,    60.0,  4.5354, 35.0575,13.0
  4.4644,    62.0,  4.4690, 35.0615,17.0
  4.4517,    64.0,  4.4564, 35.0632,18.0
  4.4511,    66.0,  4.4560, 35.0659,15.0
  4.4173,    68.0,  4.4223, 35.0656,16.0
  4.3308,    70.0,  4.3358, 35.0625,15.0
  4.2764,    72.0,  4.2815, 35.0622,13.0
  4.2370,    74.0,  4.2423, 35.0637,14.0
