CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/196-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226702
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/196-1, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226702
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 196
CASTNO = 1
DATE = 19990912
TIME = 1341
LATITUDE = 76.0503
LONGITUDE = 15.3757
DEPTH = 358.5
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  5.3706,     2.0,  5.3708, 34.6678,21.0
  5.3683,     4.0,  5.3686, 34.6684,21.0
  5.3662,     6.0,  5.3667, 34.6691,18.0
  5.3651,     8.0,  5.3657, 34.6689,12.0
  5.3632,    10.0,  5.3640, 34.6682,14.0
  5.3615,    12.0,  5.3625, 34.6681,16.0
  5.3591,    14.0,  5.3602, 34.6677,13.0
  5.3604,    16.0,  5.3617, 34.6688,12.0
  5.4071,    18.0,  5.4085, 34.6951,15.0
  5.4202,    20.0,  5.4218, 34.7013,12.0
  5.4527,    22.0,  5.4545, 34.7119,13.0
  5.5705,    24.0,  5.5724, 34.7560,13.0
  5.7402,    26.0,  5.7424, 34.7986,13.0
  5.8032,    28.0,  5.8055, 34.8218,17.0
  5.8879,    30.0,  5.8904, 34.8456,15.0
  5.8299,    32.0,  5.8326, 34.8391,12.0
  5.8568,    34.0,  5.8596, 34.8443,11.0
  5.6515,    36.0,  5.6545, 34.8180,15.0
  5.8298,    38.0,  5.8330, 34.8603,19.0
  5.8867,    40.0,  5.8900, 34.8756,13.0
  5.9178,    42.0,  5.9213, 34.8820,11.0
  5.7312,    44.0,  5.7349, 34.8573,19.0
  5.4623,    46.0,  5.4660, 34.8361,20.0
  5.2951,    48.0,  5.2989, 34.8163,15.0
  5.0343,    50.0,  5.0382, 34.8140,18.0
  4.7964,    52.0,  4.8004, 34.8525,15.0
  5.1515,    54.0,  5.1557, 34.9484,18.0
  5.7416,    56.0,  5.7463, 35.0679,19.0
  5.5731,    58.0,  5.5778, 35.0525,18.0
  5.2977,    60.0,  5.3025, 35.0153,17.0
  5.3311,    62.0,  5.3361, 35.0305,20.0
  5.3603,    64.0,  5.3654, 35.0449,16.0
  5.5313,    66.0,  5.5367, 35.0741,15.0
  5.5580,    68.0,  5.5635, 35.0821,16.0
  5.5538,    70.0,  5.5595, 35.0837,16.0
  5.5208,    72.0,  5.5267, 35.0821,17.0
  5.5112,    74.0,  5.5172, 35.0836,16.0
  5.5002,    76.0,  5.5064, 35.0825,17.0
  5.4850,    78.0,  5.4913, 35.0829,17.0
  5.4200,    80.0,  5.4265, 35.0799,13.0
  5.4319,    82.0,  5.4385, 35.0915,11.0
  5.3732,    84.0,  5.3800, 35.0840,11.0
  5.3420,    86.0,  5.3489, 35.0826,13.0
  5.2855,    88.0,  5.2926, 35.0768,18.0
  5.3253,    90.0,  5.3325, 35.0850,16.0
  5.2677,    92.0,  5.2751, 35.0789,14.0
  5.2565,    94.0,  5.2640, 35.0794,12.0
  5.1940,    96.0,  5.2016, 35.0709,14.0
  5.0915,    98.0,  5.0992, 35.0587,13.0
  5.0092,   100.0,  5.0170, 35.0487,16.0
  5.0802,   102.0,  5.0882, 35.0674,15.0
  5.1519,   104.0,  5.1601, 35.0827,17.0
  5.1852,   106.0,  5.1936, 35.0920,15.0
  5.1721,   108.0,  5.1806, 35.0916,26.0
  5.1116,   110.0,  5.1202, 35.0853,17.0
  5.0520,   112.0,  5.0608, 35.0789,14.0
  5.0317,   114.0,  5.0406, 35.0831,11.0
  5.0342,   116.0,  5.0433, 35.0846,13.0
  4.9906,   118.0,  4.9998, 35.0816,12.0
  4.9499,   120.0,  4.9592, 35.0798,16.0
  4.9173,   122.0,  4.9267, 35.0797,15.0
  4.8979,   124.0,  4.9075, 35.0784,13.0
  4.8456,   126.0,  4.8553, 35.0748,11.0
  4.7981,   128.0,  4.8079, 35.0736,13.0
  4.7241,   130.0,  4.7339, 35.0652,12.0
  4.6554,   132.0,  4.6653, 35.0561,14.0
  4.5314,   134.0,  4.5414, 35.0432,13.0
  4.4500,   136.0,  4.4600, 35.0326,16.0
  4.3613,   138.0,  4.3713, 35.0241,16.0
  4.2748,   140.0,  4.2849, 35.0191,20.0
  4.2719,   142.0,  4.2821, 35.0290,15.0
  4.4116,   144.0,  4.4222, 35.0587,15.0
  4.4252,   146.0,  4.4360, 35.0614,14.0
  4.3914,   148.0,  4.4023, 35.0621,18.0
  4.4069,   150.0,  4.4180, 35.0673,17.0
  4.3888,   152.0,  4.4000, 35.0687,16.0
  4.3683,   154.0,  4.3795, 35.0668,19.0
  4.3471,   156.0,  4.3584, 35.0651,17.0
  4.2633,   158.0,  4.2747, 35.0592,15.0
  4.2323,   160.0,  4.2438, 35.0583,15.0
  4.1836,   162.0,  4.1952, 35.0535,18.0
  4.0931,   164.0,  4.1048, 35.0451,14.0
  4.0600,   166.0,  4.0718, 35.0438,15.0
  4.0595,   168.0,  4.0714, 35.0443,14.0
  4.0128,   170.0,  4.0248, 35.0401,17.0
  3.9725,   172.0,  3.9846, 35.0377,15.0
  3.9311,   174.0,  3.9432, 35.0349,13.0
  3.8929,   176.0,  3.9051, 35.0308,13.0
  3.8701,   178.0,  3.8824, 35.0326,9.0
  3.8619,   180.0,  3.8743, 35.0345,14.0
  3.8467,   182.0,  3.8593, 35.0365,17.0
  3.8334,   184.0,  3.8461, 35.0383,16.0
  3.8232,   186.0,  3.8360, 35.0390,17.0
  3.8147,   188.0,  3.8277, 35.0392,16.0
  3.8073,   190.0,  3.8204, 35.0390,19.0
  3.7897,   192.0,  3.8029, 35.0377,19.0
  3.7775,   194.0,  3.7908, 35.0366,18.0
  3.7569,   196.0,  3.7703, 35.0348,16.0
  3.7105,   198.0,  3.7240, 35.0313,18.0
  3.6963,   200.0,  3.7099, 35.0323,18.0
  3.6913,   202.0,  3.7051, 35.0325,19.0
  3.6703,   204.0,  3.6842, 35.0320,12.0
  3.6255,   206.0,  3.6395, 35.0289,18.0
  3.6034,   208.0,  3.6175, 35.0264,17.0
  3.5775,   210.0,  3.5917, 35.0245,15.0
  3.4941,   212.0,  3.5082, 35.0161,14.0
  3.4293,   214.0,  3.4434, 35.0094,17.0
  3.3767,   216.0,  3.3909, 35.0043,20.0
  3.3090,   218.0,  3.3232, 34.9976,17.0
  3.1519,   220.0,  3.1660, 34.9859,12.0
  3.1982,   222.0,  3.2125, 34.9952,11.0
  3.2642,   224.0,  3.2787, 35.0115,12.0
  3.2783,   226.0,  3.2930, 35.0166,12.0
  3.2001,   228.0,  3.2148, 35.0107,18.0
  3.1466,   230.0,  3.1614, 35.0074,14.0
  3.1073,   232.0,  3.1220, 35.0040,14.0
  3.0516,   234.0,  3.0664, 35.0030,14.0
  3.0286,   236.0,  3.0435, 35.0015,19.0
  2.9939,   238.0,  3.0088, 34.9991,14.0
  2.9577,   240.0,  2.9727, 34.9976,18.0
  2.9289,   242.0,  2.9440, 34.9984,16.0
  2.8914,   244.0,  2.9065, 34.9962,20.0
  2.8585,   246.0,  2.8737, 34.9961,18.0
  2.8570,   248.0,  2.8723, 34.9966,11.0
  2.8583,   250.0,  2.8738, 34.9965,11.0
  2.8548,   252.0,  2.8704, 34.9962,14.0
  2.8403,   254.0,  2.8560, 34.9953,16.0
  2.7965,   256.0,  2.8122, 34.9917,13.0
  2.7272,   258.0,  2.7429, 34.9859,13.0
  2.6807,   260.0,  2.6964, 34.9828,15.0
  2.5921,   262.0,  2.6077, 34.9772,17.0
  2.4410,   264.0,  2.4564, 34.9622,16.0
  2.3841,   266.0,  2.3996, 34.9599,13.0
  2.2467,   268.0,  2.2619, 34.9494,16.0
  2.1808,   270.0,  2.1960, 34.9452,16.0
  2.1117,   272.0,  2.1269, 34.9425,12.0
  2.0838,   274.0,  2.0990, 34.9427,14.0
  2.0508,   276.0,  2.0661, 34.9401,13.0
  2.0030,   278.0,  2.0183, 34.9420,13.0
  1.9517,   280.0,  1.9670, 34.9448,20.0
  1.8445,   282.0,  1.8596, 34.9398,16.0
  1.7715,   284.0,  1.7866, 34.9386,13.0
  1.7826,   286.0,  1.7978, 34.9403,18.0
  1.7721,   288.0,  1.7874, 34.9396,18.0
  1.7291,   290.0,  1.7444, 34.9370,19.0
  1.6510,   292.0,  1.6662, 34.9371,16.0
  1.6760,   294.0,  1.6914, 34.9398,19.0
  1.7035,   296.0,  1.7191, 34.9435,18.0
  1.6713,   298.0,  1.6869, 34.9445,13.0
  1.5965,   300.0,  1.6121, 34.9425,20.0
  1.5216,   302.0,  1.5371, 34.9438,18.0
  1.4509,   304.0,  1.4663, 34.9400,17.0
  1.3678,   306.0,  1.3831, 34.9395,13.0
  1.2616,   308.0,  1.2767, 34.9404,16.0
  1.0434,   310.0,  1.0581, 34.9401,13.0
  0.7568,   312.0,  0.7709, 34.9352,17.0
  0.4976,   314.0,  0.5110, 34.9329,16.0
  0.4800,   316.0,  0.4935, 34.9326,14.0
  0.4529,   318.0,  0.4664, 34.9315,13.0
  0.2364,   320.0,  0.2495, 34.9275,14.0
 -0.0011,   322.0,  0.0114, 34.9130,15.0
 -0.1155,   324.0, -0.1032, 34.9124,12.0
 -0.0613,   326.0, -0.0488, 34.9195,17.0
 -0.0967,   328.0, -0.0842, 34.9175,17.0
 -0.1038,   330.0, -0.0913, 34.9168,14.0
 -0.1198,   332.0, -0.1072, 34.9175,18.0
 -0.1356,   334.0, -0.1230, 34.9169,13.0
 -0.1489,   336.0, -0.1362, 34.9161,14.0
 -0.1538,   338.0, -0.1411, 34.9159,16.0
 -0.1529,   340.0, -0.1401, 34.9162,17.0
 -0.1476,   342.0, -0.1347, 34.9162,21.0
