CTD,20100713SIOCCHDLIB
# Auto-generated Exchange CTD file from ctd_polarstern_to_ctd_exchange
# Please verify integrity before use.
#
# Original data acquired from CD
# Reference website: http://www.awi.de/en/research/research_divisions/climate_science/observational_oceanography
#
# Citation: Schauer Ursula (2004)
#     Physical oceanography during cruise ARK-XV/3 at CTD station PS55/206-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226709
# Reference(s): Schauer Ursula (2004)
#      Physical oceanography during cruise ARK-XV/3 at CTD station PS55/206-2, Alfred Wegener Institute for Polar and Marine Research, Bremerhaven, PANGAEA, doi:10.1594/PANGAEA.226709
# Parameters
#   CTDNOBS (nobs) [#]:  *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   THETA (tpot) [deg C]: calculated *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   FLUOR (chl_fluores) [V]: Backscatter Fluorometer, Dr. Haardt *  (Brunﬂen, Jutta)
#   CTDPRS (press) [dbar]: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDSAL (sal) []: CTD, SEA-BIRD SBE 911plus, SN 0485 *  (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
#   CTDTMP (temp) [deg C]: CTD, SEA-BIRD SBE 911plus, SN 0485 * ITS-90 (Schauer, Ursula (URL: http://www.awi.de/People/show?uschauer, eMail: ursula.schauer@awi.de))
NUMBER_HEADERS = 10
EXPOCODE = None
SECT = ARK-XV/3 (PS55)
STNNBR = 206
CASTNO = 2
DATE = 19990913
TIME = 1703
LATITUDE = 78.837
LONGITUDE = 7.929
DEPTH = 1034.3
THETA,CTDPRS,CTDTMP,CTDSAL,CTDNOBS
DEG C,DBAR,ITS-90,PSS-78,
  6.3495,     6.0,  6.3500, 34.9774,18.0
  6.3486,     8.0,  6.3493, 34.9773,19.0
  6.3491,    10.0,  6.3500, 34.9781,14.0
  6.3485,    12.0,  6.3495, 34.9782,23.0
  6.3513,    14.0,  6.3525, 34.9785,22.0
  6.3501,    16.0,  6.3515, 34.9788,14.0
  6.3491,    18.0,  6.3507, 34.9786,19.0
  6.3494,    20.0,  6.3511, 34.9791,21.0
  6.3498,    22.0,  6.3517, 34.9788,21.0
  6.3494,    24.0,  6.3515, 34.9789,20.0
  6.3510,    26.0,  6.3533, 34.9810,19.0
  6.3515,    28.0,  6.3539, 34.9826,33.0
  6.3483,    30.0,  6.3509, 34.9862,19.0
  6.3009,    32.0,  6.3037, 34.9944,15.0
  6.2906,    34.0,  6.2936, 34.9943,21.0
  6.2725,    36.0,  6.2756, 34.9952,20.0
  6.2591,    38.0,  6.2624, 34.9960,21.0
  6.2542,    40.0,  6.2577, 34.9970,16.0
  6.2511,    42.0,  6.2547, 34.9974,19.0
  6.2483,    44.0,  6.2521, 34.9982,15.0
  6.2457,    46.0,  6.2497, 34.9999,16.0
  6.2359,    48.0,  6.2401, 35.0048,22.0
  6.2100,    50.0,  6.2143, 35.0150,22.0
  6.1517,    52.0,  6.1562, 35.0336,16.0
  6.0157,    54.0,  6.0203, 35.0771,15.0
  5.9508,    56.0,  5.9555, 35.0949,15.0
  5.8419,    58.0,  5.8468, 35.1090,23.0
  5.7595,    60.0,  5.7645, 35.1051,25.0
  5.7407,    62.0,  5.7459, 35.1077,27.0
  5.7133,    64.0,  5.7186, 35.1080,17.0
  5.7041,    66.0,  5.7096, 35.1109,17.0
  5.6516,    68.0,  5.6573, 35.1088,15.0
  5.6315,    70.0,  5.6373, 35.1099,15.0
  5.6152,    72.0,  5.6211, 35.1095,35.0
  5.5975,    74.0,  5.6035, 35.1089,21.0
